time,geo,kpi_bookings,kpi_revenue,revenue_per_kpi,population,paid_search_impressions,paid_search_spend,paid_social_upper_impressions,paid_social_upper_spend,paid_social_prospecting_impressions,paid_social_prospecting_spend,paid_social_retargeting_impressions,paid_social_retargeting_spend,organic_sessions,email_sends,availability_index,snowfall_index,holiday_flag,adr_price_index,promotional_package
2024-03-04,CA,292,81945.41,280.63,8200000,291654.0,2130.97,134622,826.0,126623,1129.71,79882,890.45,3285,5567,0.8603,50.035,0,110.647,0
2024-03-04,PN,248,61968.59,249.87,6100000,260035.0,1909.27,113097,693.36,109717,979.45,68565,763.26,3057,5163,0.8737,62.832,0,111.074,0
2024-03-04,NE,226,52826.71,233.75,7400000,233943.0,1707.0,99164,606.09,85306,762.77,53240,592.57,2759,4353,0.8636,69.522,0,109.12,0
2024-03-11,CO,291,74863.85,257.26,5800000,297403.0,2206.79,157618,965.72,124709,1110.73,89894,1001.11,3750,6017,0.868,81.5,0,110.327,0
2024-03-11,UT,288,80030.5,277.88,3400000,293987.0,2195.56,111478,682.91,108525,969.06,74641,831.75,3045,5245,0.8631,75.233,0,107.985,0
2024-03-11,CA,298,71731.89,240.71,8200000,309667.0,2264.13,118264,721.85,120266,1077.67,82079,913.7,3335,5885,0.8494,52.417,0,109.004,0
2024-03-11,PN,260,66060.32,254.08,6100000,268568.0,1985.55,112278,691.16,106392,952.25,69627,774.73,3146,4831,0.8636,66.215,0,108.717,0
2024-03-11,NE,213,49581.95,232.78,7400000,219235.0,1615.78,83800,514.37,91488,815.4,57117,635.57,2739,4765,0.8996,69.526,0,109.014,0
2024-03-18,CO,328,78338.08,238.84,5800000,349592.0,2577.49,130011,797.62,133467,1193.25,89445,995.64,3318,5876,0.9159,78.354,0,108.325,0
2024-03-18,UT,273,74632.15,273.38,3400000,283246.0,2073.64,131643,807.33,112808,1008.33,65588,729.48,3096,5124,0.9103,75.14,0,107.166,0
2024-03-18,CA,279,75120.26,269.25,8200000,299104.0,2204.24,113475,696.44,115857,1035.52,71346,793.19,3323,5611,0.8595,53.158,0,108.087,0
2024-03-18,PN,242,62170.56,256.9,6100000,264902.0,1943.8,113211,695.6,111413,994.83,62308,693.09,2997,5319,0.8764,63.466,0,108.095,0
2024-03-18,NE,216,49656.48,229.89,7400000,222825.0,1653.35,97101,599.37,92736,829.3,45824,509.81,2534,4249,0.8837,70.994,0,108.875,0
2024-03-25,CO,323,75910.69,235.02,5800000,335922.0,2473.9,168953,1035.78,121349,1084.44,73962,823.23,3302,5943,0.9182,81.901,0,104.456,0
2024-03-25,UT,254,65247.36,256.88,3400000,274573.0,1993.86,120751,741.85,108430,968.06,59455,661.59,2924,5336,0.9057,79.396,0,106.268,0
2024-03-25,CA,288,76677.38,266.24,8200000,318806.0,2340.6,105785,648.52,126887,1135.25,92832,1033.52,3567,5590,0.8908,52.221,0,104.537,0
2024-03-25,PN,250,68890.15,275.56,6100000,262107.0,1925.42,113777,697.02,99731,890.17,56113,625.12,2736,4794,0.8815,66.237,0,106.672,0
2024-03-25,NE,223,51469.1,230.8,7400000,227997.0,1673.51,97874,596.4,90669,811.39,51714,575.47,2800,4661,0.8854,71.109,0,105.268,0
2024-04-01,CO,306,68037.58,222.35,5800000,321296.0,2347.47,130583,798.65,112432,1005.31,84991,946.51,3558,5912,0.8617,26.575,0,105.164,0
2024-04-01,UT,260,61116.95,235.07,3400000,262979.0,1944.35,101955,624.86,110515,986.12,66911,742.9,3287,5360,0.8765,31.936,0,102.882,0
2024-04-01,CA,292,76488.45,261.95,8200000,305822.0,2247.95,132975,815.29,117072,1050.27,80006,891.55,3546,5828,0.9236,20.877,0,104.98,0
2024-04-01,PN,248,60152.74,242.55,6100000,270268.0,1983.48,107284,661.63,0,0.0,61119,679.3,2962,5229,0.8725,24.712,0,105.199,0
2024-04-01,NE,211,54611.64,258.82,7400000,225493.0,1650.31,97221,598.54,94516,842.18,53460,595.31,2757,4251,0.9071,28.528,0,105.418,0
2024-04-08,CO,300,77106.74,257.02,5800000,319511.0,2344.21,144121,883.55,134455,1200.47,85266,947.87,3417,6224,0.8614,29.788,0,101.364,0
2024-04-08,UT,272,61920.15,227.65,3400000,296378.0,2189.64,121303,740.94,112615,1006.43,68930,766.6,3258,5309,0.9073,25.94,0,102.314,0
2024-04-08,CA,280,62960.19,224.86,8200000,307795.0,2261.83,130743,799.83,118226,1056.11,81566,905.49,3508,5438,0.8725,25.672,0,102.04,0
2024-04-08,PN,246,62982.37,256.03,6100000,270594.0,1996.66,103531,632.6,0,0.0,59032,655.83,3077,4786,0.8955,22.385,0,103.137,0
2024-04-08,NE,220,51375.48,233.52,7400000,230838.0,1717.19,95871,591.48,100611,898.35,47456,527.49,2626,4625,0.8837,29.455,0,102.603,0
2024-04-15,CO,273,65960.76,241.61,5800000,290525.0,2151.14,141018,870.14,124860,1118.06,85799,952.98,3188,5755,0.8788,28.641,0,99.728,0
2024-04-15,UT,268,70539.0,263.21,3400000,276816.0,2020.08,122901,755.78,114635,1024.83,62466,694.28,3032,4895,0.8762,31.954,0,102.569,0
2024-04-15,CA,282,69460.05,246.31,8200000,291962.0,2158.72,116565,714.0,124234,1108.61,87821,976.69,3469,5455,0.8791,21.966,0,100.576,0
2024-04-15,PN,244,54481.44,223.28,6100000,271531.0,1996.06,102736,632.22,0,0.0,49598,552.76,2651,4521,0.8896,22.917,0,102.101,0
2024-04-15,NE,224,52763.49,235.55,7400000,245357.0,1803.2,99679,610.2,86361,771.38,43942,488.42,2511,4099,0.8697,25.787,0,100.275,0
2024-04-22,CO,281,61956.56,220.49,5800000,279021.0,2057.09,142386,872.87,110820,989.49,89467,995.86,3488,5662,0.9141,30.681,0,98.553,0
2024-04-22,UT,258,66202.76,256.6,3400000,267552.0,1952.39,122280,749.85,115576,1035.3,68133,759.3,2868,5471,0.913,30.813,0,100.221,0
2024-04-22,CA,274,60335.78,220.2,8200000,303574.0,2234.29,117730,723.85,116224,1038.75,65311,727.75,3058,5809,0.907,25.272,0,100.03,0
2024-04-22,PN,227,50713.1,223.41,6100000,250994.0,1851.23,106343,653.91,0,0.0,56097,624.7,2930,4532,0.934,26.426,0,97.498,0
2024-04-22,NE,214,52025.83,243.11,7400000,212860.0,1562.44,102647,627.12,84677,755.94,46381,516.01,2462,4296,0.9303,25.137,0,99.519,0
2024-04-29,CO,287,59696.35,208.0,5800000,307373.0,2272.62,134818,822.3,114493,1023.63,90963,1010.77,3584,5761,0.8763,29.189,0,97.438,0
2024-04-29,UT,248,59769.36,241.01,3400000,271175.0,2008.96,125176,766.53,104715,934.05,64701,720.08,2993,5311,0.9251,24.597,0,96.294,0
2024-04-29,CA,277,67455.86,243.52,8200000,290819.0,2129.18,138681,850.07,111342,993.1,83051,925.24,3231,5569,0.8828,26.355,0,97.458,0
2024-04-29,PN,237,55501.3,234.18,6100000,255724.0,1883.95,107266,657.91,93402,832.62,50210,557.86,2759,4497,0.8894,21.587,0,98.225,0
2024-04-29,NE,219,47276.3,215.87,7400000,228531.0,1674.07,106633,655.2,94839,846.0,52981,589.68,2539,4486,0.8912,28.734,0,97.902,0
2024-05-06,CO,291,62399.14,214.43,5800000,303818.0,2244.27,147175,906.2,129665,1159.16,69760,776.28,3186,5572,0.8703,28.384,0,95.961,0
2024-05-06,UT,271,62303.02,229.9,3400000,286378.0,2107.02,107889,657.84,111174,995.96,67212,748.46,2942,5161,0.8708,29.746,0,97.651,0
2024-05-06,CA,241,49956.75,207.29,8200000,275658.0,2039.18,127493,786.38,102679,917.08,70883,789.0,3102,4986,0.8626,21.545,0,97.071,0
2024-05-06,PN,238,55492.88,233.16,6100000,257804.0,1907.21,99009,604.33,107232,959.1,52905,589.32,2657,4355,0.9122,27.265,0,95.556,0
2024-05-06,NE,217,52406.63,241.51,7400000,232789.0,1722.91,89352,547.33,92548,826.94,44829,499.03,2565,4041,0.9157,22.051,0,94.277,0
2024-05-13,CO,281,58788.15,209.21,5800000,291392.0,2129.02,145221,893.11,105752,943.25,74224,826.36,3436,5152,0.8898,26.823,0,92.982,0
2024-05-13,UT,256,59308.08,231.67,3400000,259773.0,1893.43,99244,607.86,98174,875.16,60647,675.4,2852,5033,0.8619,25.548,0,96.019,0
2024-05-13,CA,263,59574.48,226.52,8200000,280524.0,2074.43,127241,779.61,99392,887.65,76276,849.22,3023,5505,0.8415,24.748,0,95.39,0
2024-05-13,PN,212,50157.54,236.59,6100000,219057.0,1613.99,117927,723.18,102248,913.45,65844,732.36,2846,4539,0.8986,21.059,0,95.365,0
2024-05-13,NE,198,46820.69,236.47,7400000,195121.0,1438.91,104535,642.01,90779,809.58,41140,458.05,2363,4212,0.8931,27.79,0,93.036,0
2024-05-20,CO,265,53465.07,201.75,5800000,282089.0,2076.08,133349,814.97,115649,1031.91,75426,840.46,3163,5278,0.845,27.783,0,94.181,0
2024-05-20,UT,241,50989.37,211.57,3400000,243118.0,1790.37,119381,736.23,105979,945.65,60917,677.0,2737,4555,0.9036,23.973,0,92.685,0
2024-05-20,CA,245,57722.49,235.6,8200000,276910.0,2025.54,130757,803.05,120653,1078.17,72953,811.71,2890,5111,0.8633,18.899,0,92.779,0
2024-05-20,PN,221,49373.65,223.41,6100000,245708.0,1802.08,110890,679.72,93107,829.34,58091,645.77,2765,4409,0.8389,27.265,0,91.849,0
2024-05-20,NE,196,44972.89,229.45,7400000,197533.0,1457.87,98031,604.05,93686,837.39,42682,474.8,2208,4058,0.8769,28.158,0,94.241,0
2024-05-27,CO,311,67724.88,217.76,5800000,363878.0,2690.72,125820,769.17,126433,1130.42,81230,902.49,3524,5800,0.8238,27.661,1,96.881,0
2024-05-27,UT,273,61838.9,226.52,3400000,315516.0,2317.21,122811,750.57,106891,954.04,63672,707.67,3162,4945,0.8926,23.174,1,95.017,0
2024-05-27,CA,256,58188.1,227.3,8200000,311170.0,2297.48,115450,711.39,121961,1090.46,77025,856.91,2984,5297,0.8571,26.106,1,97.515,0
2024-05-27,PN,263,63503.11,241.46,6100000,282188.0,2051.14,119414,734.26,97142,867.34,56512,628.12,2870,4474,0.8828,26.512,1,97.492,0
2024-05-27,NE,231,46912.61,203.08,7400000,285560.0,2105.44,102525,630.61,91428,814.8,41503,461.88,2345,4461,0.8853,21.38,1,94.535,0
2024-06-03,CO,251,58796.07,234.25,5800000,260209.0,1929.18,130597,805.32,108933,971.69,82606,919.99,3265,5291,0.8127,27.468,0,92.164,0
2024-06-03,UT,245,56401.74,230.21,3400000,254412.0,1870.2,125392,768.31,108032,965.81,65850,733.47,2685,4644,0.806,26.477,0,90.362,0
2024-06-03,CA,100,20160.07,201.6,8200000,,,122536,750.45,100596,901.3,72135,802.04,2863,5035,0.8045,25.332,0,90.346,0
2024-06-03,PN,222,43030.32,193.83,6100000,223323.0,1651.27,100035,612.79,93474,836.77,54480,605.43,2335,4364,0.8501,24.472,0,91.712,0
2024-06-03,NE,197,41001.99,208.13,7400000,200382.0,1466.21,95635,590.54,80067,713.78,36678,408.88,2124,4178,0.8764,23.459,0,90.324,0
2024-06-10,CO,256,57905.46,226.19,5800000,270847.0,1982.53,133652,817.39,115511,1031.04,72376,805.4,3002,5477,0.7977,22.863,0,90.565,0
2024-06-10,UT,220,45672.44,207.6,3400000,228877.0,1681.38,115993,707.89,95273,853.96,62236,691.57,2841,4838,0.7912,24.453,0,89.09,0
2024-06-10,CA,110,21004.86,190.95,8200000,,,136962,841.52,102653,916.62,70335,782.24,2824,4759,0.8297,21.216,0,88.477,0
2024-06-10,PN,234,51612.17,220.56,6100000,244555.0,1804.79,92598,568.48,79849,713.37,52372,582.22,2409,4557,0.8443,22.712,0,91.036,0
2024-06-10,NE,198,37847.57,191.15,7400000,193366.0,1419.38,91911,561.45,83593,748.72,40040,445.8,2296,3775,0.8589,21.392,0,88.614,0
2024-06-17,CO,281,51423.59,183.0,5800000,266861.0,1963.78,166015,1019.55,130839,1165.27,79517,883.33,3290,6320,0.8295,22.599,0,83.882,1
2024-06-17,UT,247,50162.79,203.09,3400000,265795.0,1960.51,144547,887.29,109865,980.89,71047,790.98,3056,5660,0.828,20.632,0,82.703,1
2024-06-17,CA,136,27667.97,203.44,8200000,,,140031,855.02,129322,1155.66,82852,920.91,3222,6360,0.8406,17.777,0,82.257,1
2024-06-17,PN,212,39229.17,185.04,6100000,229638.0,1677.07,118846,729.04,102994,921.88,51906,576.4,2484,5177,0.8085,21.643,0,84.169,1
2024-06-17,NE,205,36947.04,180.23,7400000,214776.0,1583.76,101887,626.04,91635,816.65,43669,486.01,2441,4467,0.7941,20.856,0,84.226,1
2024-06-24,CO,248,49807.85,200.84,5800000,250531.0,1842.37,146458,899.66,99687,892.07,71407,794.03,2860,5139,0.8164,26.686,0,88.458,0
2024-06-24,UT,226,47208.2,208.89,3400000,228285.0,1669.28,108094,662.41,97383,871.55,59349,660.86,2641,4431,0.7907,26.418,0,89.492,0
2024-06-24,CA,243,49396.05,203.28,8200000,252986.0,1862.27,125223,772.85,100253,893.76,55590,619.12,2544,4828,0.7553,19.849,0,90.226,0
2024-06-24,PN,194,38873.26,200.38,6100000,197836.0,1454.0,109830,674.0,78328,700.4,47413,526.61,2358,4269,0.7819,23.877,0,89.593,0
2024-06-24,NE,189,39414.73,208.54,7400000,189681.0,1408.42,108920,668.31,81006,724.17,43645,486.45,2156,3730,0.8117,23.65,0,89.869,0
2024-07-01,CO,251,52362.99,208.62,5800000,270448.0,1996.03,130586,797.3,107351,956.98,66539,741.45,2788,5202,0.8208,21.308,0,87.786,0
2024-07-01,UT,216,43820.95,202.87,3400000,236839.0,1758.04,118501,730.54,84678,754.41,60162,669.22,2371,4109,0.8142,24.059,0,87.191,0
2024-07-01,CA,225,42963.35,190.95,8200000,229549.0,1701.4,123636,760.76,102365,913.66,62698,697.78,2535,4691,0.8508,22.326,0,88.587,0
2024-07-01,PN,206,40265.84,195.47,6100000,219530.0,1618.71,107333,661.97,87568,782.05,44595,496.3,2161,4248,0.8356,19.304,0,86.552,0
2024-07-01,NE,176,35914.46,204.06,7400000,199294.0,1488.48,89849,551.09,75010,667.61,37848,420.53,2105,3694,0.7947,20.2,0,87.547,0
2024-07-08,CO,246,52053.67,211.6,5800000,254618.0,1857.71,134937,832.65,103700,925.45,70093,779.1,2555,5105,0.7709,19.367,0,88.379,0
2024-07-08,UT,212,39798.18,187.73,3400000,226195.0,1658.35,98466,605.15,77788,695.07,64953,723.47,2498,4373,0.7707,18.799,0,89.071,0
2024-07-08,CA,226,51196.96,226.54,8200000,222456.0,1636.45,107750,661.38,92411,826.29,72089,802.5,2640,4474,0.7739,20.511,0,88.704,0
2024-07-08,PN,204,39480.9,193.53,6100000,215022.0,1572.68,108314,666.79,74595,665.53,58070,645.93,2381,3894,0.835,20.221,0,87.632,0
2024-07-08,NE,183,37097.42,202.72,7400000,184363.0,1354.43,93893,573.61,74039,663.15,41480,461.92,2099,3575,0.8206,21.394,0,87.005,0
2024-07-15,CO,238,48775.68,204.94,5800000,234070.0,1713.18,125792,767.14,93055,833.35,73171,814.57,2698,4460,0.744,21.047,0,86.534,0
2024-07-15,UT,201,38702.94,192.55,3400000,217612.0,1605.78,110079,679.08,83790,748.59,60640,674.62,2399,4285,0.7916,18.113,0,86.712,0
2024-07-15,CA,210,39520.16,188.19,8200000,220399.0,1620.39,119687,738.73,92009,821.41,64557,717.91,2519,4636,0.7489,22.073,0,89.589,0
2024-07-15,PN,187,41857.68,223.84,6100000,199543.0,1463.88,98565,607.35,81150,723.42,45834,508.98,2037,3890,0.8146,20.762,0,87.53,0
2024-07-15,NE,179,40324.44,225.28,7400000,183292.0,1351.72,93064,573.75,75760,678.53,32087,356.6,1829,3514,0.8079,20.965,0,88.175,0
2024-07-22,CO,211,45961.1,217.83,5800000,221425.0,1633.83,128990,786.04,96618,863.7,75876,843.78,2531,4769,0.7568,22.037,0,87.21,0
2024-07-22,UT,204,43407.95,212.78,3400000,205590.0,1515.82,115567,706.03,94983,848.89,49073,545.52,2195,3957,0.784,17.587,0,88.608,0
2024-07-22,CA,213,43662.91,204.99,8200000,235265.0,1755.68,119736,735.29,88498,788.02,58180,646.74,2348,4490,0.7251,20.469,0,86.714,0
2024-07-22,PN,185,36013.22,194.67,6100000,196407.0,1451.32,92527,568.54,82964,742.2,47074,523.57,2289,3872,0.725,17.259,0,87.755,0
2024-07-22,NE,174,32572.14,187.2,7400000,188297.0,1397.62,87916,538.04,64950,581.03,35818,398.95,1792,3357,0.7852,24.193,0,87.738,0
2024-07-29,CO,223,48017.27,215.32,5800000,241863.0,1783.25,132384,817.51,102725,916.36,64463,717.24,2448,4638,0.7178,20.973,0,88.698,0
2024-07-29,UT,195,37468.04,192.14,3400000,214028.0,1587.96,115672,708.31,78160,699.49,53717,598.71,2303,4332,0.7328,21.471,0,89.901,0
2024-07-29,CA,228,51166.27,224.41,8200000,245813.0,1806.03,117496,723.74,87463,778.49,60355,671.39,2395,4599,0.7756,19.265,0,89.357,0
2024-07-29,PN,196,43150.02,220.15,6100000,195065.0,1417.1,109034,666.66,86949,776.75,50850,565.34,2205,3954,0.7715,18.705,0,89.766,0
2024-07-29,NE,165,35990.27,218.12,7400000,180109.0,1339.19,85754,526.55,66745,594.77,35760,397.46,1797,3353,0.7678,22.421,0,88.074,0
2024-08-05,CO,209,39579.5,189.38,5800000,254735.0,1884.48,117092,716.3,84089,751.01,57689,641.88,2348,4579,0.7059,18.249,0,88.649,0
2024-08-05,UT,175,39742.93,227.1,3400000,208269.0,1540.85,123769,760.89,78229,697.39,49939,556.35,2128,3926,0.7069,18.824,0,89.787,0
2024-08-05,CA,192,37730.77,196.51,8200000,214623.0,1566.99,106823,653.4,92732,831.38,63923,711.08,2493,4494,0.7444,21.783,0,89.224,0
2024-08-05,PN,186,40038.35,215.26,6100000,199452.0,1462.71,104128,643.33,77557,689.89,41314,459.0,1966,3539,0.7033,18.239,0,90.127,0
2024-08-05,NE,168,37425.74,222.77,7400000,172520.0,1256.43,89917,552.33,62899,561.62,35427,394.43,1730,3555,0.7096,20.175,0,88.194,0
2024-08-12,CO,213,45957.13,215.76,5800000,224171.0,1651.93,121704,742.45,97150,869.1,73761,821.17,2733,4742,0.7093,23.477,0,90.774,0
2024-08-12,UT,191,37849.57,198.17,3400000,210361.0,1534.15,108761,665.13,89416,799.04,58512,651.03,2358,3853,0.6678,18.993,0,90.277,0
2024-08-12,CA,206,41474.43,201.33,8200000,220849.0,1632.52,120185,737.1,78131,697.67,59450,661.06,2485,4381,0.6748,15.668,0,91.016,0
2024-08-12,PN,177,37356.02,211.05,6100000,181122.0,1337.25,95503,584.15,78790,702.26,46230,513.77,2011,3770,0.7238,21.25,0,89.554,0
2024-08-12,NE,165,33068.15,200.41,7400000,180260.0,1320.12,94654,583.24,65484,585.82,36965,411.39,1868,3333,0.6722,21.246,0,89.237,0
2024-08-19,CO,203,46615.71,229.63,5800000,222560.0,1643.97,123898,758.91,92885,832.27,66044,733.78,2558,4273,0.6437,21.449,0,90.887,0
2024-08-19,UT,189,41263.08,218.32,3400000,200800.0,1467.69,103801,637.47,75874,676.69,47995,534.1,2093,3727,0.6789,17.611,0,92.281,0
2024-08-19,CA,205,45991.92,224.35,8200000,243158.0,1794.37,115101,709.46,89495,800.12,54076,600.92,2310,4286,0.6727,19.423,0,89.725,0
2024-08-19,PN,170,33494.28,197.03,6100000,190280.0,1395.69,102435,630.15,68527,611.68,44533,495.8,2034,3505,0.7112,18.844,0,90.237,0
2024-08-19,NE,159,33417.27,210.17,7400000,176954.0,1301.1,105031,644.37,69899,624.02,31713,352.76,1837,3490,0.6735,16.573,0,91.524,0
2024-08-26,CO,251,48980.2,195.14,5800000,261021.0,1927.79,164637,1011.46,112625,1006.31,79240,883.33,2735,5626,0.6774,22.294,0,86.533,1
2024-08-26,UT,209,39175.26,187.44,3400000,224430.0,1667.17,137357,845.28,106557,950.94,48959,545.08,2183,4895,0.6604,19.134,0,86.0,1
2024-08-26,CA,238,46308.41,194.57,8200000,236793.0,1730.34,138313,851.58,112723,1004.05,62888,699.65,2396,5097,0.661,20.982,0,86.48,1
2024-08-26,PN,194,36883.74,190.12,6100000,205592.0,1525.8,139577,858.49,92586,825.53,50286,559.79,2093,4413,0.6498,18.919,0,87.431,1
2024-08-26,NE,176,36037.97,204.76,7400000,189023.0,1398.08,122265,750.6,80442,718.5,37749,420.52,1867,4424,0.6289,16.484,0,85.154,1
2024-09-02,CO,252,60455.25,239.9,5800000,298130.0,2181.22,122598,751.13,106750,954.0,61005,678.75,2958,4586,0.5725,20.126,1,97.701,0
2024-09-02,UT,221,55277.34,250.12,3400000,240659.0,1777.93,111708,686.94,79836,711.93,63480,706.93,2648,4283,0.6043,18.63,1,99.001,0
2024-09-02,CA,220,46017.08,209.17,8200000,260288.0,1922.56,124430,762.8,92514,823.45,64559,717.92,2504,4334,0.6248,15.383,1,98.562,0
2024-09-02,PN,201,43680.9,217.32,6100000,239532.0,1760.23,102335,623.12,85574,763.55,44846,499.12,2260,4189,0.5766,18.602,1,99.6,0
2024-09-02,NE,180,41002.49,227.79,7400000,225047.0,1645.07,105037,643.81,76976,689.63,34382,382.3,2013,3401,0.551,18.627,1,97.757,0
2024-09-09,CO,213,42962.05,201.7,5800000,252773.0,1859.34,134947,830.04,89389,795.65,74922,833.81,2579,4159,0.562,23.034,0,95.06,0
2024-09-09,UT,203,46204.38,227.61,3400000,216801.0,1594.87,108612,668.63,92088,822.4,52735,586.66,2362,4022,0.5736,18.755,0,96.605,0
2024-09-09,CA,195,42701.0,218.98,8200000,210522.0,1552.88,113815,695.57,89767,799.47,65009,724.57,2601,4354,0.5351,18.889,0,96.76,0
2024-09-09,PN,178,36536.19,205.26,6100000,200687.0,1470.34,99045,605.91,81185,723.84,40056,445.31,2004,3921,0.558,19.133,0,95.293,0
2024-09-09,NE,153,35048.95,229.08,7400000,184513.0,1374.28,102485,629.53,63881,570.96,35980,400.64,1879,3520,0.5791,21.481,0,95.109,0
2024-09-16,CO,208,43982.63,211.45,5800000,225089.0,1649.99,128842,791.4,88199,786.46,62589,697.14,2441,4773,0.5455,21.579,0,96.416,0
2024-09-16,UT,187,41716.7,223.08,3400000,210508.0,1538.15,106946,659.46,83306,743.28,45448,506.36,2160,4080,0.5894,17.545,0,97.369,0
2024-09-16,CA,200,48601.77,243.01,8200000,229195.0,1692.25,111588,685.2,86438,771.05,61254,680.47,2337,4229,0.5852,21.348,0,96.227,0
2024-09-16,PN,167,38569.67,230.96,6100000,193631.0,1438.27,95810,587.08,78999,707.98,42200,469.5,2291,3730,0.577,21.551,0,97.736,0
2024-09-16,NE,150,33390.83,222.61,7400000,184624.0,1369.75,98320,605.95,71578,638.45,36829,409.85,1914,3320,0.5647,20.983,0,97.055,0
2024-09-23,CO,201,47162.99,234.64,5800000,230281.0,1702.7,125283,764.49,92939,829.42,69983,778.83,2489,4707,0.5726,22.512,0,98.265,0
2024-09-23,UT,170,42235.54,248.44,3400000,208332.0,1535.78,115100,703.85,81757,731.53,53727,598.13,2263,4068,0.5804,21.003,0,97.939,0
2024-09-23,CA,202,51824.04,256.55,8200000,233088.0,1727.53,122236,750.15,98281,877.26,58140,646.45,2451,4094,0.5746,22.111,0,98.738,0
2024-09-23,PN,171,40522.6,236.97,6100000,188082.0,1393.67,111176,685.29,87009,777.33,43605,485.62,2211,3619,0.5135,19.979,0,99.19,0
2024-09-23,NE,151,39206.97,259.65,7400000,187110.0,1383.45,99083,610.21,67569,605.59,36124,400.97,2049,3410,0.5294,20.609,0,100.026,0
2024-09-30,CO,217,54883.02,252.92,5800000,234705.0,1738.3,128918,792.05,103979,929.45,60125,667.8,2558,4601,0.52,18.126,0,100.035,0
2024-09-30,UT,192,44784.39,233.25,3400000,215734.0,1596.51,111822,681.42,76170,681.16,54250,603.96,2426,4046,0.5713,16.49,0,99.852,0
2024-09-30,CA,199,47692.88,239.66,8200000,235736.0,1727.97,107430,659.58,82937,740.2,59893,665.8,2360,4452,0.5695,18.722,0,98.836,0
2024-09-30,PN,183,45478.03,248.51,6100000,214647.0,1572.37,99978,612.85,80245,715.19,44375,493.99,2296,3779,0.5607,16.766,0,99.232,0
2024-09-30,NE,140,33395.58,238.54,7400000,173231.0,1269.84,87569,536.18,71009,632.15,31929,355.44,1957,3544,0.5279,20.856,0,100.216,0
2024-10-07,CO,221,56162.65,254.13,5800000,239555.0,1752.38,128872,786.36,98438,882.09,71043,789.41,2868,4694,,17.67,0,101.637,0
2024-10-07,UT,178,41136.61,231.1,3400000,207588.0,1534.4,109149,673.36,84220,750.82,45842,510.38,2302,3978,0.5298,18.736,0,102.815,0
2024-10-07,CA,196,46003.81,234.71,8200000,226999.0,1680.84,121306,748.3,89056,796.45,55809,621.01,2542,4351,0.5558,18.164,0,100.487,0
2024-10-07,PN,177,40869.78,230.9,6100000,199935.0,1482.42,105049,643.03,79138,705.32,53895,599.54,2364,3930,0.5507,18.784,0,103.268,0
2024-10-07,NE,165,38144.99,231.18,7400000,191478.0,1418.09,99960,612.9,65333,582.76,36400,404.26,1974,3518,0.5625,23.019,0,102.658,0
2024-10-14,CO,219,49831.78,227.54,5800000,244251.0,1797.33,114785,705.3,100216,897.97,77335,858.69,2860,4853,0.5163,17.447,0,103.167,0
2024-10-14,UT,174,45153.05,259.5,3400000,202151.0,1500.58,111154,679.16,85455,760.63,57535,641.24,2400,4347,0.5435,23.578,0,104.732,0
2024-10-14,CA,192,42115.01,219.35,8200000,224879.0,1672.68,118726,729.73,85903,766.48,52548,584.35,2421,4341,0.5685,17.239,0,102.402,0
2024-10-14,PN,193,49283.95,255.36,6100000,220042.0,1626.22,107260,659.22,76597,684.77,50333,560.94,2376,3633,0.5405,17.907,0,103.972,0
2024-10-14,NE,163,43037.45,264.03,7400000,187089.0,1385.49,91721,558.32,71903,642.01,42714,474.47,2177,3455,0.5214,19.536,0,102.879,0
2024-10-21,CO,212,49213.76,232.14,5800000,242555.0,1797.41,116518,716.01,111510,996.12,71846,799.5,2713,4819,0.5323,17.479,0,105.369,0
2024-10-21,UT,203,54351.28,267.74,3400000,235438.0,1740.03,106212,653.93,79799,712.56,58324,648.26,2659,4358,0.5626,22.339,0,104.409,0
2024-10-21,CA,193,49654.8,257.28,8200000,216142.0,1581.41,114208,702.83,96549,865.41,59086,656.43,2612,4670,0.558,21.161,0,104.03,0
2024-10-21,PN,174,46954.07,269.85,6100000,200786.0,1475.34,103863,635.17,74213,662.14,43910,488.01,2133,3746,0.5147,19.303,0,104.733,0
2024-10-21,NE,163,39497.35,242.32,7400000,195152.0,1426.86,92822,565.69,76697,684.96,36992,411.85,1998,3688,0.5604,19.573,0,103.879,0
2024-10-28,CO,224,56252.45,251.13,5800000,238427.0,1767.73,138108,845.74,104761,935.69,70304,783.36,2726,4736,0.5207,23.923,0,106.996,0
2024-10-28,UT,212,54706.37,258.05,3400000,245468.0,1809.57,101312,619.2,92987,832.78,57139,635.19,2723,4393,0.529,20.647,0,107.057,0
2024-10-28,CA,219,49960.82,228.13,8200000,258909.0,1911.63,132154,810.0,101276,904.49,64500,717.36,2587,4915,0.5787,15.491,0,107.601,0
2024-10-28,PN,183,49918.42,272.78,6100000,211151.0,1568.56,119481,732.59,88452,791.55,44342,493.29,2156,3852,0.5753,17.883,0,106.768,0
2024-10-28,NE,170,43696.82,257.04,7400000,191039.0,1406.24,84025,516.66,74989,671.89,39996,445.48,2022,3810,0.5375,22.843,0,105.667,0
2024-11-04,CO,228,62803.41,275.45,5800000,255948.0,1870.7,132870,814.64,100587,899.59,79274,882.99,3085,4854,0.5308,34.366,0,109.168,0
2024-11-04,UT,202,51468.95,254.8,3400000,229943.0,1688.94,122151,752.89,100327,896.65,56068,623.23,2579,4177,0.518,34.159,0,108.68,0
