date,geo,campaign_name,impressions,clicks,spend,ctr
2023-02-06,CO,Inspiration | Winter,8642,125,75.44,0.014464
2024-06-20,PN,Inspiration | Summer,7954,100,46.59,0.012572
2024-06-21,PN,Inspiration | Summer,7379,106,39.95,0.014365
2024-06-22,PN,Inspiration | Summer,7836,91,41.4,0.011613
2024-06-23,PN,Inspiration | Summer,7269,107,43.56,0.01472
2024-06-17,NE,Inspiration | Winter,9451,99,53.85,0.010475
2024-06-18,NE,Inspiration | Winter,7410,88,51.64,0.011876
2024-06-19,NE,Inspiration | Winter,8835,91,47.92,0.0103
2024-06-20,NE,Inspiration | Winter,9147,117,64.56,0.012791
2024-06-21,NE,Inspiration | Winter,7719,90,42.35,0.01166
2024-06-22,NE,Inspiration | Winter,8230,81,62.78,0.009842
2024-06-23,NE,Inspiration | Winter,7687,118,51.18,0.015351
2024-06-17,NE,Inspiration | Summer,6869,79,32.99,0.011501
2024-06-18,NE,Inspiration | Summer,6157,74,31.38,0.012019
2024-06-19,NE,Inspiration | Summer,7298,79,29.41,0.010825
2024-06-20,NE,Inspiration | Summer,5555,83,41.2,0.014941
2024-06-21,NE,Inspiration | Summer,5232,73,41.18,0.013953
2024-06-22,NE,Inspiration | Summer,6357,83,33.17,0.013056
2024-06-23,NE,Inspiration | Summer,5940,80,42.43,0.013468
2024-06-24,CO,Inspiration | Winter,10329,150,71.39,0.014522
2024-06-25,CO,Inspiration | Winter,14616,142,89.83,0.009715
2024-06-26,CO,Inspiration | Winter,11114,146,85.74,0.013137
2024-06-27,CO,Inspiration | Winter,9646,155,81.37,0.016069
2024-06-28,CO,Inspiration | Winter,12950,149,70.04,0.011506
2024-06-29,CO,Inspiration | Winter,10523,114,59.62,0.010833
2024-06-30,CO,Inspiration | Winter,14489,121,77.48,0.008351
2024-06-24,CO,Inspiration | Summer,9223,95,54.87,0.0103
2024-06-25,CO,Inspiration | Summer,9930,125,42.75,0.012588
2024-06-26,CO,Inspiration | Summer,9858,119,52.86,0.012071
2024-06-27,CO,Inspiration | Summer,8714,112,56.27,0.012853
2024-06-28,CO,Inspiration | Summer,9824,107,59.9,0.010892
2024-06-29,CO,Inspiration | Summer,7217,99,42.1,0.013718
2024-06-30,CO,Inspiration | Summer,8024,112,55.45,0.013958
2024-06-24,UT,Inspiration | Winter,8159,106,58.71,0.012992
2024-06-25,UT,Inspiration | Winter,9298,98,55.63,0.01054
2024-06-26,UT,Inspiration | Winter,7797,103,51.37,0.01321
2024-06-27,UT,Inspiration | Winter,9581,100,50.81,0.010437
2024-06-28,UT,Inspiration | Winter,7201,103,64.15,0.014304
2024-06-29,UT,Inspiration | Winter,8646,100,50.99,0.011566
2024-06-30,UT,Inspiration | Winter,8422,86,46.61,0.010211
2024-06-24,UT,Inspiration | Summer,7902,102,46.91,0.012908
2024-06-25,UT,Inspiration | Summer,6153,97,44.33,0.015765
2024-06-26,UT,Inspiration | Summer,6007,115,39.81,0.019144
2024-06-27,UT,Inspiration | Summer,7203,95,31.6,0.013189
2024-06-28,UT,Inspiration | Summer,7292,93,42.81,0.012754
2024-06-29,UT,Inspiration | Summer,6587,85,31.84,0.012904
2024-06-30,UT,Inspiration | Summer,7845,87,46.84,0.01109
2024-06-24,CA,Inspiration | Winter,9820,155,76.3,0.015784
2024-06-25,CA,Inspiration | Winter,12396,147,64.63,0.011859
2024-06-26,CA,Inspiration | Winter,11121,116,69.4,0.010431
2024-06-27,CA,Inspiration | Winter,13389,110,66.02,0.008216
2024-06-28,CA,Inspiration | Winter,10989,127,73.52,0.011557
2024-06-29,CA,Inspiration | Winter,9578,107,74.47,0.011171
2024-06-30,CA,Inspiration | Winter,10312,116,72.32,0.011249
2024-06-24,CA,Inspiration | Summer,7430,69,33.03,0.009287
2024-06-25,CA,Inspiration | Summer,6637,93,39.85,0.014012
2024-06-26,CA,Inspiration | Summer,5821,100,38.47,0.017179
2024-06-27,CA,Inspiration | Summer,7143,96,45.63,0.01344
2024-06-28,CA,Inspiration | Summer,7102,71,36.69,0.009997
2024-06-29,CA,Inspiration | Summer,7315,100,42.03,0.013671
2024-06-30,CA,Inspiration | Summer,6170,82,40.48,0.01329
2024-06-24,PN,Inspiration | Winter,7395,102,45.53,0.013793
2024-06-25,PN,Inspiration | Winter,9125,116,51.68,0.012712
2024-06-26,PN,Inspiration | Winter,7288,112,59.4,0.015368
2024-06-27,PN,Inspiration | Winter,11071,80,57.42,0.007226
2024-06-28,PN,Inspiration | Winter,7549,94,60.61,0.012452
2024-06-29,PN,Inspiration | Winter,9042,111,62.27,0.012276
2024-06-30,PN,Inspiration | Winter,10179,82,57.65,0.008056
2024-06-24,PN,Inspiration | Summer,6825,99,42.08,0.014505
2024-06-25,PN,Inspiration | Summer,6947,79,37.63,0.011372
2024-06-26,PN,Inspiration | Summer,5258,72,44.69,0.013693
2024-06-27,PN,Inspiration | Summer,7491,92,43.01,0.012281
2024-06-28,PN,Inspiration | Summer,8080,99,32.67,0.012252
2024-06-29,PN,Inspiration | Summer,7423,103,47.48,0.013876
2024-06-30,PN,Inspiration | Summer,6159,99,31.89,0.016074
2024-06-24,NE,Inspiration | Winter,7864,108,55.84,0.013733
2024-06-25,NE,Inspiration | Winter,10071,77,63.84,0.007646
2024-06-26,NE,Inspiration | Winter,7669,89,54.95,0.011605
2024-06-27,NE,Inspiration | Winter,7798,90,59.32,0.011541
2024-06-28,NE,Inspiration | Winter,10649,108,54.63,0.010142
2024-06-29,NE,Inspiration | Winter,7916,93,46.88,0.011748
2024-06-30,NE,Inspiration | Winter,8990,94,54.67,0.010456
2024-06-24,NE,Inspiration | Summer,7070,89,48.52,0.012588
2024-06-25,NE,Inspiration | Summer,8412,76,36.71,0.009035
2024-06-26,NE,Inspiration | Summer,7704,70,32.23,0.009086
2024-06-27,NE,Inspiration | Summer,6235,89,46.35,0.014274
2024-06-28,NE,Inspiration | Summer,5972,94,39.98,0.01574
2024-06-29,NE,Inspiration | Summer,6511,97,42.08,0.014898
2024-06-30,NE,Inspiration | Summer,6057,88,32.3,0.014529
2024-07-01,CO,Inspiration | Winter,8545,103,57.41,0.012054
2024-07-02,CO,Inspiration | Winter,12247,116,66.31,0.009472
2024-07-03,CO,Inspiration | Winter,8365,113,57.87,0.013509
2024-07-04,CO,Inspiration | Winter,8077,87,72.77,0.010771
2024-07-05,CO,Inspiration | Winter,9521,87,60.29,0.009138
2024-07-06,CO,Inspiration | Winter,9363,118,48.26,0.012603
2024-07-07,CO,Inspiration | Winter,10386,102,62.71,0.009821
2024-07-01,CO,Inspiration | Summer,7828,131,51.01,0.016735
2024-07-02,CO,Inspiration | Summer,8425,150,54.06,0.017804
2024-07-03,CO,Inspiration | Summer,10610,105,62.22,0.009896
2024-07-04,CO,Inspiration | Summer,8553,109,59.11,0.012744
2024-07-05,CO,Inspiration | Summer,9774,122,43.54,0.012482
2024-07-06,CO,Inspiration | Summer,8302,107,48.14,0.012888
2024-07-07,CO,Inspiration | Summer,10588,109,53.6,0.010295
2024-07-01,UT,Inspiration | Winter,10228,112,72.77,0.01095
2024-07-02,UT,Inspiration | Winter,8248,120,76.37,0.014549
2024-07-03,UT,Inspiration | Winter,10659,129,63.29,0.012102
2024-07-04,UT,Inspiration | Winter,10915,116,59.28,0.010628
2024-07-05,UT,Inspiration | Winter,11578,92,69.03,0.007946
2024-07-06,UT,Inspiration | Winter,11039,90,57.99,0.008153
2024-07-07,UT,Inspiration | Winter,9380,134,62.37,0.014286
2024-07-01,UT,Inspiration | Summer,7862,83,33.1,0.010557
2024-07-02,UT,Inspiration | Summer,6289,78,45.71,0.012403
2024-07-03,UT,Inspiration | Summer,6220,83,38.02,0.013344
2024-07-04,UT,Inspiration | Summer,6087,87,34.84,0.014293
2024-07-05,UT,Inspiration | Summer,7328,71,31.67,0.009689
2024-07-06,UT,Inspiration | Summer,6996,69,38.08,0.009863
2024-07-07,UT,Inspiration | Summer,5673,106,48.02,0.018685
2024-07-01,CA,Inspiration | Winter,10821,112,76.17,0.01035
2024-07-02,CA,Inspiration | Winter,9080,114,54.97,0.012555
2024-07-03,CA,Inspiration | Winter,9884,98,68.49,0.009915
2024-07-04,CA,Inspiration | Winter,12304,91,72.63,0.007396
2024-07-05,CA,Inspiration | Winter,10504,122,60.61,0.011615
2024-07-06,CA,Inspiration | Winter,9696,115,56.77,0.011861
2024-07-07,CA,Inspiration | Winter,10494,111,76.17,0.010577
2024-07-01,CA,Inspiration | Summer,7919,86,49.07,0.01086
2024-07-02,CA,Inspiration | Summer,7785,115,42.2,0.014772
2024-07-03,CA,Inspiration | Summer,5712,97,48.34,0.016982
2024-07-04,CA,Inspiration | Summer,6655,116,39.46,0.017431
2024-07-05,CA,Inspiration | Summer,7045,92,34.66,0.013059
2024-07-06,CA,Inspiration | Summer,8480,101,33.62,0.01191
2024-07-07,CA,Inspiration | Summer,7259,80,47.6,0.011021
2024-07-01,PN,Inspiration | Winter,10271,95,54.93,0.009249
2024-07-02,PN,Inspiration | Winter,10033,106,64.31,0.010565
2024-07-03,PN,Inspiration | Winter,8335,132,51.8,0.015837
2024-07-04,PN,Inspiration | Winter,8688,89,55.6,0.010244
2024-07-05,PN,Inspiration | Winter,9787,97,56.88,0.009911
2024-07-06,PN,Inspiration | Winter,10044,88,68.08,0.008761
2024-07-07,PN,Inspiration | Winter,8579,101,69.13,0.011773
2024-07-01,PN,Inspiration | Summer,6584,73,36.98,0.011087
2024-07-02,PN,Inspiration | Summer,6829,63,28.81,0.009225
2024-07-03,PN,Inspiration | Summer,5020,90,35.42,0.017928
2024-07-04,PN,Inspiration | Summer,6247,65,35.87,0.010405
2024-07-05,PN,Inspiration | Summer,5901,87,35.38,0.014743
2024-07-06,PN,Inspiration | Summer,4550,89,39.67,0.01956
2024-07-07,PN,Inspiration | Summer,6465,89,29.12,0.013766
2024-07-01,NE,Inspiration | Winter,8222,69,52.45,0.008392
2024-07-02,NE,Inspiration | Winter,7496,80,50.74,0.010672
2024-07-03,NE,Inspiration | Winter,8274,89,37.41,0.010757
2024-07-04,NE,Inspiration | Winter,5383,67,40.57,0.012447
2024-07-05,NE,Inspiration | Winter,6066,81,40.75,0.013353
2024-07-06,NE,Inspiration | Winter,6714,87,41.58,0.012958
2024-07-07,NE,Inspiration | Winter,7788,95,56.13,0.012198
2024-07-01,NE,Inspiration | Summer,4769,73,35.52,0.015307
2024-07-02,NE,Inspiration | Summer,6047,73,33.6,0.012072
2024-07-03,NE,Inspiration | Summer,6062,89,36.32,0.014682
2024-07-04,NE,Inspiration | Summer,5514,80,26.53,0.014509
2024-07-05,NE,Inspiration | Summer,6507,76,31.05,0.01168
2024-07-06,NE,Inspiration | Summer,5403,67,33.66,0.012401
2024-07-07,NE,Inspiration | Summer,5605,75,34.78,0.013381
2024-07-08,CO,Inspiration | Winter,13673,114,67.33,0.008338
2024-07-09,CO,Inspiration | Winter,9489,155,90.66,0.016335
2024-07-10,CO,Inspiration | Winter,13878,146,83.4,0.01052
2024-07-11,CO,Inspiration | Winter,10391,145,79.07,0.013954
2024-07-12,CO,Inspiration | Winter,12398,147,66.32,0.011857
2024-07-13,CO,Inspiration | Winter,13637,110,79.42,0.008066
2024-07-14,CO,Inspiration | Winter,9885,145,67.24,0.014669
2024-07-08,CO,Inspiration | Summer,7732,107,37.57,0.013839
2024-07-09,CO,Inspiration | Summer,5756,86,38.36,0.014941
2024-07-10,CO,Inspiration | Summer,7922,92,38.11,0.011613
2024-07-11,CO,Inspiration | Summer,6456,113,50.91,0.017503
2024-07-12,CO,Inspiration | Summer,8796,99,39.96,0.011255
2024-07-13,CO,Inspiration | Summer,6769,104,49.19,0.015364
2024-07-14,CO,Inspiration | Summer,8155,81,45.11,0.009933
2024-07-08,UT,Inspiration | Winter,7183,94,45.06,0.013086
2024-07-09,UT,Inspiration | Winter,8164,79,60.27,0.009677
2024-07-10,UT,Inspiration | Winter,6578,93,58.96,0.014138
2024-07-11,UT,Inspiration | Winter,9133,100,50.24,0.010949
2024-07-12,UT,Inspiration | Winter,9007,100,49.0,0.011102
2024-07-13,UT,Inspiration | Winter,7695,84,56.68,0.010916
2024-07-14,UT,Inspiration | Winter,8979,96,42.93,0.010692
2024-07-08,UT,Inspiration | Summer,5806,87,28.08,0.014984
2024-07-09,UT,Inspiration | Summer,6992,77,34.84,0.011013
2024-07-10,UT,Inspiration | Summer,5138,74,35.33,0.014402
2024-07-11,UT,Inspiration | Summer,4964,91,30.63,0.018332
2024-07-12,UT,Inspiration | Summer,6517,76,38.97,0.011662
2024-07-13,UT,Inspiration | Summer,6981,73,38.37,0.010457
2024-07-14,UT,Inspiration | Summer,5328,103,35.79,0.019332
2024-07-08,CA,Inspiration | Winter,9438,89,54.66,0.00943
2024-07-09,CA,Inspiration | Winter,7702,102,58.68,0.013243
2024-07-10,CA,Inspiration | Winter,6670,99,43.6,0.014843
2024-07-11,CA,Inspiration | Winter,9481,108,64.77,0.011391
2024-07-12,CA,Inspiration | Winter,8650,83,57.49,0.009595
2024-07-13,CA,Inspiration | Winter,9855,94,61.31,0.009538
2024-07-14,CA,Inspiration | Winter,8927,107,48.11,0.011986
2024-07-08,CA,Inspiration | Summer,5309,85,40.01,0.016011
2024-07-09,CA,Inspiration | Summer,6687,112,40.24,0.016749
2024-07-10,CA,Inspiration | Summer,5381,93,33.12,0.017283
2024-07-11,CA,Inspiration | Summer,7862,79,35.83,0.010048
2024-07-12,CA,Inspiration | Summer,6161,81,38.31,0.013147
2024-07-13,CA,Inspiration | Summer,7506,113,40.69,0.015055
2024-07-14,CA,Inspiration | Summer,8121,87,44.55,0.010713
2024-07-08,PN,Inspiration | Winter,9761,103,51.3,0.010552
2024-07-09,PN,Inspiration | Winter,10070,124,63.9,0.012314
2024-07-10,PN,Inspiration | Winter,10172,99,61.85,0.009733
2024-07-11,PN,Inspiration | Winter,6880,103,57.01,0.014971
2024-07-12,PN,Inspiration | Winter,8900,101,66.42,0.011348
2024-07-13,PN,Inspiration | Winter,9243,87,54.78,0.009413
2024-07-14,PN,Inspiration | Winter,9264,122,56.21,0.013169
2024-07-08,PN,Inspiration | Summer,6740,80,37.27,0.011869
2024-07-09,PN,Inspiration | Summer,4812,79,39.98,0.016417
2024-07-10,PN,Inspiration | Summer,5731,90,33.5,0.015704
2024-07-11,PN,Inspiration | Summer,6478,79,30.81,0.012195
2024-07-12,PN,Inspiration | Summer,6448,71,46.94,0.011011
2024-07-13,PN,Inspiration | Summer,6946,74,33.76,0.010654
2024-07-14,PN,Inspiration | Summer,6868,74,33.07,0.010775
2024-07-08,NE,Inspiration | Winter,6726,87,41.59,0.012935
2024-07-09,NE,Inspiration | Winter,6893,82,45.39,0.011896
2024-07-10,NE,Inspiration | Winter,6060,60,42.58,0.009901
2024-07-11,NE,Inspiration | Winter,6003,84,42.06,0.013993
2024-07-12,NE,Inspiration | Winter,7163,60,40.99,0.008376
2024-07-13,NE,Inspiration | Winter,8463,85,45.28,0.010044
2024-07-14,NE,Inspiration | Winter,7072,56,51.74,0.007919
2024-07-08,NE,Inspiration | Summer,6386,73,35.05,0.011431
2024-07-09,NE,Inspiration | Summer,6315,86,35.3,0.013618
2024-07-10,NE,Inspiration | Summer,6528,76,51.15,0.011642
2024-07-11,NE,Inspiration | Summer,7133,94,34.62,0.013178
2024-07-12,NE,Inspiration | Summer,6346,86,34.54,0.013552
2024-07-13,NE,Inspiration | Summer,7333,79,35.92,0.010773
2024-07-14,NE,Inspiration | Summer,5473,77,37.41,0.014069
2024-07-15,CO,Inspiration | Winter,9099,78,61.27,0.008572
2024-07-16,CO,Inspiration | Winter,8977,91,45.05,0.010137
2024-07-17,CO,Inspiration | Winter,8677,111,62.32,0.012792
2024-07-18,CO,Inspiration | Winter,7660,115,47.4,0.015013
2024-07-19,CO,Inspiration | Winter,10600,101,58.49,0.009528
2024-07-20,CO,Inspiration | Winter,7426,83,64.72,0.011177
2024-07-21,CO,Inspiration | Winter,10141,85,61.27,0.008382
2024-07-15,CO,Inspiration | Summer,6849,116,48.43,0.016937
2024-07-16,CO,Inspiration | Summer,8524,126,51.92,0.014782
2024-07-17,CO,Inspiration | Summer,8335,118,55.66,0.014157
2024-07-18,CO,Inspiration | Summer,9977,93,47.99,0.009321
2024-07-19,CO,Inspiration | Summer,9836,137,44.79,0.013928
2024-07-20,CO,Inspiration | Summer,9632,129,57.72,0.013393
2024-07-21,CO,Inspiration | Summer,10059,98,60.12,0.009743
2024-07-15,UT,Inspiration | Winter,9837,99,57.72,0.010064
2024-07-16,UT,Inspiration | Winter,9577,118,73.13,0.012321
2024-07-17,UT,Inspiration | Winter,7660,103,71.95,0.013446
2024-07-18,UT,Inspiration | Winter,8393,97,65.25,0.011557
2024-07-19,UT,Inspiration | Winter,10524,115,53.99,0.010927
2024-07-20,UT,Inspiration | Winter,10745,105,63.73,0.009772
2024-07-21,UT,Inspiration | Winter,10968,129,47.55,0.011761
2024-07-15,UT,Inspiration | Summer,6301,76,43.35,0.012062
2024-07-16,UT,Inspiration | Summer,5532,66,31.8,0.011931
2024-07-17,UT,Inspiration | Summer,5845,84,39.17,0.014371
2024-07-18,UT,Inspiration | Summer,5570,73,30.02,0.013106
2024-07-19,UT,Inspiration | Summer,6701,79,27.91,0.011789
2024-07-20,UT,Inspiration | Summer,6909,71,30.16,0.010276
2024-07-21,UT,Inspiration | Summer,5516,65,43.35,0.011784
2024-07-15,CA,Inspiration | Winter,9849,100,75.12,0.010153
2024-07-16,CA,Inspiration | Winter,10658,121,63.01,0.011353
2024-07-17,CA,Inspiration | Winter,10073,136,62.31,0.013501
2024-07-18,CA,Inspiration | Winter,10164,124,67.29,0.0122
2024-07-19,CA,Inspiration | Winter,12395,107,63.47,0.008633
2024-07-20,CA,Inspiration | Winter,12246,94,64.44,0.007676
2024-07-21,CA,Inspiration | Winter,8858,103,79.5,0.011628
2024-07-15,CA,Inspiration | Summer,7428,74,34.43,0.009962
2024-07-16,CA,Inspiration | Summer,5438,87,35.17,0.015999
2024-07-17,CA,Inspiration | Summer,7722,84,34.24,0.010878
2024-07-18,CA,Inspiration | Summer,5035,98,36.57,0.019464
2024-07-19,CA,Inspiration | Summer,6957,79,39.71,0.011355
2024-07-20,CA,Inspiration | Summer,6423,68,40.04,0.010587
2024-07-21,CA,Inspiration | Summer,6442,65,43.43,0.01009
2024-07-15,PN,Inspiration | Winter,7616,78,60.11,0.010242
2024-07-16,PN,Inspiration | Winter,8437,95,45.79,0.01126
2024-07-17,PN,Inspiration | Winter,9137,90,50.87,0.00985
2024-07-18,PN,Inspiration | Winter,8505,89,50.88,0.010464
2024-07-19,PN,Inspiration | Winter,8584,104,61.23,0.012116
2024-07-20,PN,Inspiration | Winter,8914,109,61.76,0.012228
2024-07-21,PN,Inspiration | Winter,8257,94,49.83,0.011384
2024-07-15,PN,Inspiration | Summer,5206,87,35.42,0.016711
2024-07-16,PN,Inspiration | Summer,6324,85,38.15,0.013441
2024-07-17,PN,Inspiration | Summer,4664,67,28.59,0.014365
2024-07-18,PN,Inspiration | Summer,5299,68,37.67,0.012833
2024-07-19,PN,Inspiration | Summer,6534,65,29.11,0.009948
2024-07-20,PN,Inspiration | Summer,6385,70,29.09,0.010963
2024-07-21,PN,Inspiration | Summer,4703,90,28.85,0.019137
2024-07-15,NE,Inspiration | Winter,7050,81,53.54,0.011489
2024-07-16,NE,Inspiration | Winter,7785,77,48.08,0.009891
2024-07-17,NE,Inspiration | Winter,8020,105,58.53,0.013092
2024-07-18,NE,Inspiration | Winter,8771,99,47.83,0.011287
2024-07-19,NE,Inspiration | Winter,7383,71,55.07,0.009617
2024-07-20,NE,Inspiration | Winter,8489,107,57.67,0.012605
2024-07-21,NE,Inspiration | Winter,9138,74,41.75,0.008098
2024-07-15,NE,Inspiration | Summer,5971,68,26.63,0.011388
2024-07-16,NE,Inspiration | Summer,4445,58,28.48,0.013048
2024-07-17,NE,Inspiration | Summer,5086,67,25.17,0.013173
2024-07-18,NE,Inspiration | Summer,4886,77,38.14,0.015759
2024-07-19,NE,Inspiration | Summer,4437,60,25.71,0.013523
2024-07-20,NE,Inspiration | Summer,5765,67,37.57,0.011622
2024-07-21,NE,Inspiration | Summer,5838,74,29.58,0.012676
2024-07-22,CO,Inspiration | Winter,10431,72,63.47,0.006903
2024-07-23,CO,Inspiration | Winter,10369,108,62.46,0.010416
2024-07-24,CO,Inspiration | Winter,7363,96,62.63,0.013038
2024-07-25,CO,Inspiration | Winter,8845,85,64.88,0.00961
2024-07-26,CO,Inspiration | Winter,9151,98,44.08,0.010709
2024-07-27,CO,Inspiration | Winter,7368,103,61.08,0.013979
2024-07-28,CO,Inspiration | Winter,9637,106,45.66,0.010999
2024-07-22,CO,Inspiration | Summer,10480,140,54.53,0.013359
2024-07-23,CO,Inspiration | Summer,8401,118,44.82,0.014046
2024-07-24,CO,Inspiration | Summer,11344,99,64.39,0.008727
2024-07-25,CO,Inspiration | Summer,9314,100,63.94,0.010737
2024-07-26,CO,Inspiration | Summer,11299,111,60.12,0.009824
2024-07-27,CO,Inspiration | Summer,7368,134,43.77,0.018187
2024-07-28,CO,Inspiration | Summer,7619,134,50.22,0.017588
2024-07-22,UT,Inspiration | Winter,10504,103,53.51,0.009806
2024-07-23,UT,Inspiration | Winter,9077,81,48.82,0.008924
2024-07-24,UT,Inspiration | Winter,8558,85,59.59,0.009932
2024-07-25,UT,Inspiration | Winter,8698,100,62.19,0.011497
2024-07-26,UT,Inspiration | Winter,7725,81,46.97,0.010485
2024-07-27,UT,Inspiration | Winter,7527,84,60.07,0.01116
2024-07-28,UT,Inspiration | Winter,7474,108,50.05,0.01445
2024-07-22,UT,Inspiration | Summer,8759,100,50.16,0.011417
2024-07-23,UT,Inspiration | Summer,9316,103,51.81,0.011056
2024-07-24,UT,Inspiration | Summer,7153,126,55.46,0.017615
2024-07-25,UT,Inspiration | Summer,7681,97,45.04,0.012629
2024-07-26,UT,Inspiration | Summer,7698,83,37.06,0.010782
2024-07-27,UT,Inspiration | Summer,7817,99,42.1,0.012665
2024-07-28,UT,Inspiration | Summer,7581,95,43.2,0.012531
2024-07-22,CA,Inspiration | Winter,9472,100,52.72,0.010557
2024-07-23,CA,Inspiration | Winter,9597,117,74.43,0.012191
2024-07-24,CA,Inspiration | Winter,10802,84,73.55,0.007776
2024-07-25,CA,Inspiration | Winter,10349,119,51.29,0.011499
2024-07-26,CA,Inspiration | Winter,9134,99,51.33,0.010839
2024-07-27,CA,Inspiration | Winter,9186,103,72.35,0.011213
2024-07-28,CA,Inspiration | Winter,9483,121,59.69,0.01276
2024-07-22,CA,Inspiration | Summer,6975,109,44.68,0.015627
2024-07-23,CA,Inspiration | Summer,7062,78,47.45,0.011045
2024-07-24,CA,Inspiration | Summer,7064,77,48.05,0.0109
2024-07-25,CA,Inspiration | Summer,8879,107,38.95,0.012051
2024-07-26,CA,Inspiration | Summer,5910,73,40.89,0.012352
2024-07-27,CA,Inspiration | Summer,8164,95,38.66,0.011636
2024-07-28,CA,Inspiration | Summer,7657,106,41.25,0.013844
2024-07-22,PN,Inspiration | Winter,8071,105,55.57,0.01301
2024-07-23,PN,Inspiration | Winter,7186,72,46.76,0.010019
2024-07-24,PN,Inspiration | Winter,6898,82,46.24,0.011888
2024-07-25,PN,Inspiration | Winter,7145,82,45.74,0.011477
2024-07-26,PN,Inspiration | Winter,7461,106,48.41,0.014207
2024-07-27,PN,Inspiration | Winter,6972,94,56.0,0.013483
2024-07-28,PN,Inspiration | Winter,9415,81,41.42,0.008603
2024-07-22,PN,Inspiration | Summer,4758,73,33.06,0.015343
2024-07-23,PN,Inspiration | Summer,5902,72,35.88,0.012199
2024-07-24,PN,Inspiration | Summer,6355,85,34.51,0.013375
2024-07-25,PN,Inspiration | Summer,5952,59,34.14,0.009913
2024-07-26,PN,Inspiration | Summer,6018,71,30.24,0.011798
2024-07-27,PN,Inspiration | Summer,4942,86,27.13,0.017402
2024-07-28,PN,Inspiration | Summer,5452,83,33.43,0.015224
2024-07-22,NE,Inspiration | Winter,6878,70,45.5,0.010177
2024-07-23,NE,Inspiration | Winter,6522,69,34.84,0.01058
2024-07-24,NE,Inspiration | Winter,6998,93,40.65,0.01329
2024-07-25,NE,Inspiration | Winter,6771,75,50.03,0.011077
2024-07-26,NE,Inspiration | Winter,6305,73,49.28,0.011578
2024-07-27,NE,Inspiration | Winter,7323,76,40.06,0.010378
2024-07-28,NE,Inspiration | Winter,6076,75,39.62,0.012344
2024-07-22,NE,Inspiration | Summer,5212,92,38.17,0.017652
2024-07-23,NE,Inspiration | Summer,5986,82,26.06,0.013699
2024-07-24,NE,Inspiration | Summer,4909,69,36.75,0.014056
2024-07-25,NE,Inspiration | Summer,6918,89,37.53,0.012865
2024-07-26,NE,Inspiration | Summer,5684,60,34.83,0.010556
2024-07-27,NE,Inspiration | Summer,5144,73,27.8,0.014191
2024-07-28,NE,Inspiration | Summer,7190,87,36.93,0.0121
2024-07-29,CO,Inspiration | Winter,11534,141,68.64,0.012225
2024-07-30,CO,Inspiration | Winter,12030,111,58.37,0.009227
2024-07-31,CO,Inspiration | Winter,10639,103,87.89,0.009681
2024-08-01,CO,Inspiration | Winter,13130,136,77.46,0.010358
2024-08-02,CO,Inspiration | Winter,12827,113,77.34,0.00881
2024-08-03,CO,Inspiration | Winter,10983,128,80.53,0.011654
2024-08-04,CO,Inspiration | Winter,11665,130,79.74,0.011144
2024-07-29,CO,Inspiration | Summer,7891,90,42.4,0.011405
2024-07-30,CO,Inspiration | Summer,7934,96,32.49,0.0121
2024-07-31,CO,Inspiration | Summer,7553,89,45.63,0.011783
2024-08-01,CO,Inspiration | Summer,6668,106,43.23,0.015897
2024-08-02,CO,Inspiration | Summer,6598,103,46.64,0.015611
2024-08-03,CO,Inspiration | Summer,5397,106,37.91,0.019641
2024-08-04,CO,Inspiration | Summer,7535,80,39.24,0.010617
2024-07-29,UT,Inspiration | Winter,8634,86,43.73,0.009961
2024-07-30,UT,Inspiration | Winter,8242,121,50.09,0.014681
2024-07-31,UT,Inspiration | Winter,9391,93,60.92,0.009903
2024-08-01,UT,Inspiration | Winter,9394,91,55.11,0.009687
2024-08-02,UT,Inspiration | Winter,9932,119,61.36,0.011981
2024-08-03,UT,Inspiration | Winter,9659,124,63.56,0.012838
2024-08-04,UT,Inspiration | Winter,7105,90,64.31,0.012667
2024-07-29,UT,Inspiration | Summer,8446,122,39.59,0.014445
2024-07-30,UT,Inspiration | Summer,7844,87,54.12,0.011091
2024-07-31,UT,Inspiration | Summer,6900,121,36.57,0.017536
2024-08-01,UT,Inspiration | Summer,7155,92,41.66,0.012858
2024-08-02,UT,Inspiration | Summer,7406,106,38.51,0.014313
2024-08-03,UT,Inspiration | Summer,8962,118,53.33,0.013167
2024-08-04,UT,Inspiration | Summer,6603,86,45.45,0.013024
2024-07-29,CA,Inspiration | Winter,12286,102,62.84,0.008302
2024-07-30,CA,Inspiration | Winter,9980,109,71.93,0.010922
2024-07-31,CA,Inspiration | Winter,8124,105,55.04,0.012925
2024-08-01,CA,Inspiration | Winter,9335,120,67.11,0.012855
2024-08-02,CA,Inspiration | Winter,9145,125,59.28,0.013669
2024-08-03,CA,Inspiration | Winter,10927,97,63.63,0.008877
2024-08-04,CA,Inspiration | Winter,10644,123,70.98,0.011556
2024-07-29,CA,Inspiration | Summer,6415,86,41.8,0.013406
2024-07-30,CA,Inspiration | Summer,8194,95,33.49,0.011594
2024-07-31,CA,Inspiration | Summer,5935,79,39.73,0.013311
2024-08-01,CA,Inspiration | Summer,6351,100,35.93,0.015746
2024-08-02,CA,Inspiration | Summer,7573,87,38.68,0.011488
2024-08-03,CA,Inspiration | Summer,6851,75,42.5,0.010947
2024-08-04,CA,Inspiration | Summer,5736,65,40.79,0.011332
