date,geo,campaign,impressions,clicks,cost_micros,ctr,cpa
2024-05-28,UT,Nonbrand | Cabin Stay,15034,729,106051183,0.04849,0.1455
2024-05-29,UT,Nonbrand | Cabin Stay,11359,627,118751141,0.055199,0.1894
2024-05-30,UT,Nonbrand | Cabin Stay,14287,563,105601744,0.039406,0.1876
2024-05-31,UT,Nonbrand | Cabin Stay,12395,770,132684997,0.062122,0.1723
2024-06-01,UT,Nonbrand | Cabin Stay,17444,586,122712128,0.033593,0.2094
2024-06-02,UT,Nonbrand | Cabin Stay,12677,645,101704316,0.05088,0.1577
2024-05-27,NorCal,Brand | Lodge,11799,1293,85216619,0.109586,0.0659
2024-05-28,NorCal,Brand | Lodge,11721,1252,70686320,0.106817,0.0565
2024-05-29,NorCal,Brand | Lodge,16834,1164,73936468,0.069146,0.0635
2024-05-30,NorCal,Brand | Lodge,16988,1271,96296120,0.074818,0.0758
2024-05-31,NorCal,Brand | Lodge,14945,1309,83004832,0.087588,0.0634
2024-06-01,NorCal,Brand | Lodge,12323,1166,100750354,0.09462,0.0864
2024-06-02,NorCal,Brand | Lodge,13583,1178,69455255,0.086726,0.059
2024-05-27,NorCal,Nonbrand | Ski Weekend,18933,1150,125627559,0.060741,0.1092
2024-05-28,NorCal,Nonbrand | Ski Weekend,18239,1209,132414383,0.066287,0.1095
2024-05-29,NorCal,Nonbrand | Ski Weekend,16685,1184,131422348,0.070962,0.111
2024-05-30,NorCal,Nonbrand | Ski Weekend,17731,874,123530858,0.049292,0.1413
2024-05-31,NorCal,Nonbrand | Ski Weekend,18847,872,136224177,0.046267,0.1562
2024-06-01,NorCal,Nonbrand | Ski Weekend,12907,1141,132377724,0.088402,0.116
2024-06-02,NorCal,Nonbrand | Ski Weekend,14766,847,139642039,0.057362,0.1649
2024-05-27,NorCal,Nonbrand | Cabin Stay,16232,678,104318979,0.041769,0.1539
2024-05-28,NorCal,Nonbrand | Cabin Stay,11290,662,100047527,0.058636,0.1511
2024-05-29,NorCal,Nonbrand | Cabin Stay,12340,568,148325632,0.046029,0.2611
2024-05-30,NorCal,Nonbrand | Cabin Stay,14992,629,120767348,0.041956,0.192
2024-05-31,NorCal,Nonbrand | Cabin Stay,12415,498,102679525,0.040113,0.2062
2024-06-01,NorCal,Nonbrand | Cabin Stay,15879,670,123426320,0.042194,0.1842
2024-06-02,NorCal,Nonbrand | Cabin Stay,11721,651,97326226,0.055541,0.1495
2024-05-27,Pacific Northwest,Branded | Destination,17325,1748,77428064,0.100895,0.0443
2024-05-28,Pacific Northwest,Branded | Destination,17591,1275,97017978,0.07248,0.0761
2024-05-29,Pacific Northwest,Branded | Destination,12572,1422,85576535,0.113108,0.0602
2024-05-30,Pacific Northwest,Branded | Destination,12972,1817,90478242,0.140071,0.0498
2024-05-31,Pacific Northwest,Branded | Destination,13087,1676,86999593,0.128066,0.0519
2024-06-01,Pacific Northwest,Branded | Destination,14671,1354,77002843,0.092291,0.0569
2024-06-02,Pacific Northwest,Branded | Destination,15604,1283,98049667,0.082223,0.0764
2024-05-27,Pacific Northwest,Nonbrand | Ski Weekend,16310,903,101967181,0.055365,0.1129
2024-05-28,Pacific Northwest,Nonbrand | Ski Weekend,13345,961,111520956,0.072012,0.116
2024-05-29,Pacific Northwest,Nonbrand | Ski Weekend,16695,911,121916999,0.054567,0.1338
2024-05-30,Pacific Northwest,Nonbrand | Ski Weekend,11673,732,91267134,0.062709,0.1247
2024-05-31,Pacific Northwest,Nonbrand | Ski Weekend,15217,971,101901530,0.06381,0.1049
2024-06-01,Pacific Northwest,Nonbrand | Ski Weekend,15123,893,137474574,0.059049,0.1539
2024-06-02,Pacific Northwest,Nonbrand | Ski Weekend,11100,702,109761450,0.063243,0.1564
2024-05-27,Pacific Northwest,Nonbrand | Cabin Stay,10868,629,105572129,0.057876,0.1678
2024-05-28,Pacific Northwest,Nonbrand | Cabin Stay,13030,541,80531869,0.04152,0.1489
2024-05-29,Pacific Northwest,Nonbrand | Cabin Stay,9660,631,112653905,0.065321,0.1785
2024-05-30,Pacific Northwest,Nonbrand | Cabin Stay,10548,444,91005816,0.042093,0.205
2024-05-31,Pacific Northwest,Nonbrand | Cabin Stay,11727,419,76175317,0.03573,0.1818
2024-06-01,Pacific Northwest,Nonbrand | Cabin Stay,10376,585,80491316,0.05638,0.1376
2024-06-02,Pacific Northwest,Nonbrand | Cabin Stay,12694,574,116351333,0.045218,0.2027
2024-05-27,NewEngland,Search - Lodge,12970,1142,89607603,0.088049,0.0785
2024-05-28,NewEngland,Search - Lodge,10767,1225,87292731,0.113774,0.0713
2024-05-29,NewEngland,Search - Lodge,10842,1055,94155652,0.097307,0.0892
2024-05-30,NewEngland,Search - Lodge,14810,1173,64797462,0.079203,0.0552
2024-05-31,NewEngland,Search - Lodge,14771,1137,64049554,0.076975,0.0563
2024-06-01,NewEngland,Search - Lodge,15265,1062,71725410,0.069571,0.0675
2024-06-02,NewEngland,Search - Lodge,11515,1450,64919544,0.125923,0.0448
2024-05-27,NewEngland,Nonbrand | Ski Weekend,13123,822,100362043,0.062638,0.1221
2024-05-28,NewEngland,Nonbrand | Ski Weekend,15303,1060,144546658,0.069267,0.1364
2024-05-29,NewEngland,Nonbrand | Ski Weekend,18167,879,127450187,0.048384,0.145
2024-05-30,NewEngland,Nonbrand | Ski Weekend,15102,941,133788905,0.06231,0.1422
2024-05-31,NewEngland,Nonbrand | Ski Weekend,13793,1102,126485813,0.079896,0.1148
2024-06-01,NewEngland,Nonbrand | Ski Weekend,19126,793,119838845,0.041462,0.1511
2024-06-02,NewEngland,Nonbrand | Ski Weekend,15242,920,104402379,0.06036,0.1135
2024-05-27,NewEngland,Nonbrand | Cabin Stay,10868,637,117769225,0.058612,0.1849
2024-05-28,NewEngland,Nonbrand | Cabin Stay,10588,616,94817875,0.058179,0.1539
2024-05-29,NewEngland,Nonbrand | Cabin Stay,11724,613,123512559,0.052286,0.2015
2024-05-30,NewEngland,Nonbrand | Cabin Stay,13418,436,112696319,0.032494,0.2585
2024-05-31,NewEngland,Nonbrand | Cabin Stay,15084,513,85917453,0.03401,0.1675
2024-06-01,NewEngland,Nonbrand | Cabin Stay,11414,477,89967618,0.041791,0.1886
2024-06-02,NewEngland,Nonbrand | Cabin Stay,11667,633,87337143,0.054256,0.138
2024-06-03,Rockies,Search - Lodge,12041,1167,65753801,0.096919,0.0563
2024-06-04,Rockies,Search - Lodge,10351,1213,55316932,0.117187,0.0456
2024-06-05,Rockies,Search - Lodge,11604,1166,71022078,0.100483,0.0609
2024-06-06,Rockies,Search - Lodge,10959,1169,71334332,0.10667,0.061
2024-06-07,Rockies,Search - Lodge,12886,1089,72156726,0.08451,0.0663
2024-06-08,Rockies,Search - Lodge,9860,1019,54084956,0.103347,0.0531
2024-06-09,Rockies,Search - Lodge,9110,986,63513999,0.108233,0.0644
2024-06-03,Rockies,Nonbrand | Ski Weekend,12897,917,116056699,0.071102,0.1266
2024-06-04,Rockies,Nonbrand | Ski Weekend,18252,1188,161527621,0.065089,0.136
2024-06-05,Rockies,Nonbrand | Ski Weekend,14280,1176,105293897,0.082353,0.0895
2024-06-06,Rockies,Nonbrand | Ski Weekend,19112,1044,112176298,0.054625,0.1074
2024-06-07,Rockies,Nonbrand | Ski Weekend,14701,1174,131686952,0.079859,0.1122
2024-06-08,Rockies,Nonbrand | Ski Weekend,12705,867,105437175,0.068241,0.1216
2024-06-09,Rockies,Nonbrand | Ski Weekend,15629,836,106911219,0.05349,0.1279
2024-06-03,Rockies,Nonbrand | Cabin Stay,10779,565,96011173,0.052417,0.1699
2024-06-04,Rockies,Nonbrand | Cabin Stay,10248,628,73911811,0.06128,0.1177
2024-06-05,Rockies,Nonbrand | Cabin Stay,9926,505,87364788,0.050876,0.173
2024-06-06,Rockies,Nonbrand | Cabin Stay,12389,587,91176640,0.047381,0.1553
2024-06-07,Rockies,Nonbrand | Cabin Stay,10401,554,84069323,0.053264,0.1517
2024-06-08,Rockies,Nonbrand | Cabin Stay,12540,495,111763292,0.039474,0.2258
2024-06-09,Rockies,Nonbrand | Cabin Stay,9539,509,92615262,0.05336,0.182
2024-06-03,Wasatch,Brand | Lodge,12143,1308,57085167,0.107716,0.0436
2024-06-04,Wasatch,Brand | Lodge,11113,1163,80509483,0.104652,0.0692
2024-06-05,Wasatch,Brand | Lodge,12464,1179,73341765,0.094592,0.0622
2024-06-06,Wasatch,Brand | Lodge,11729,1166,62426322,0.099412,0.0535
2024-06-07,Wasatch,Brand | Lodge,11977,1089,74834816,0.090924,0.0687
2024-06-08,Wasatch,Brand | Lodge,11936,1008,71735346,0.08445,0.0712
2024-06-09,Wasatch,Brand | Lodge,12713,1025,76112378,0.080626,0.0743
2024-06-03,Wasatch,Nonbrand | Ski Weekend,16939,933,87219117,0.05508,0.0935
2024-06-04,Wasatch,Nonbrand | Ski Weekend,11539,640,129693193,0.055464,0.2026
2024-06-05,Wasatch,Nonbrand | Ski Weekend,16401,803,97518586,0.04896,0.1214
2024-06-06,Wasatch,Nonbrand | Ski Weekend,11960,608,94806872,0.050836,0.1559
2024-06-07,Wasatch,Nonbrand | Ski Weekend,11499,914,98118244,0.079485,0.1074
2024-06-08,Wasatch,Nonbrand | Ski Weekend,13893,924,103564159,0.066508,0.1121
2024-06-09,Wasatch,Nonbrand | Ski Weekend,12220,744,125800095,0.060884,0.1691
2024-06-03,Wasatch,Nonbrand | Cabin Stay,9950,566,94825057,0.056884,0.1675
2024-06-04,Wasatch,Nonbrand | Cabin Stay,11851,499,86873564,0.042106,0.1741
2024-06-05,Wasatch,Nonbrand | Cabin Stay,11358,511,94394757,0.04499,0.1847
2024-06-06,Wasatch,Nonbrand | Cabin Stay,9645,478,95128192,0.049559,0.199
2024-06-07,Wasatch,Nonbrand | Cabin Stay,11220,512,90073761,0.045633,0.1759
2024-06-08,Wasatch,Nonbrand | Cabin Stay,9601,505,76439670,0.052599,0.1514
2024-06-09,Wasatch,Nonbrand | Cabin Stay,12260,546,99701532,0.044535,0.1826
2024-06-03,PN,Search - Lodge,9832,1149,55387755,0.116863,0.0482
2024-06-04,PN,Search - Lodge,8751,908,74697453,0.10376,0.0823
2024-06-05,PN,Search - Lodge,10016,851,58945473,0.084964,0.0693
2024-06-06,PN,Search - Lodge,8411,1184,53603923,0.140768,0.0453
2024-06-07,PN,Search - Lodge,11251,852,60724339,0.075727,0.0713
2024-06-08,PN,Search - Lodge,10501,925,55026052,0.088087,0.0595
2024-06-09,PN,Search - Lodge,10145,919,48161465,0.090586,0.0524
2024-06-03,PN,Nonbrand | Ski Weekend,12771,810,114394608,0.063425,0.1412
2024-06-04,PN,Nonbrand | Ski Weekend,11746,861,97444024,0.073302,0.1132
2024-06-05,PN,Nonbrand | Ski Weekend,13961,870,80368247,0.062316,0.0924
2024-06-06,PN,Nonbrand | Ski Weekend,13326,726,92131143,0.05448,0.1269
2024-06-07,PN,Nonbrand | Ski Weekend,13191,651,100172111,0.049352,0.1539
2024-06-08,PN,Nonbrand | Ski Weekend,10696,816,106093328,0.07629,0.13
2024-06-09,PN,Nonbrand | Ski Weekend,11608,941,90330936,0.081065,0.096
2024-06-03,PN,Nonbrand | Cabin Stay,10678,414,82302123,0.038771,0.1988
2024-06-04,PN,Nonbrand | Cabin Stay,8260,526,85378854,0.06368,0.1623
2024-06-05,PN,Nonbrand | Cabin Stay,11406,508,92513350,0.044538,0.1821
2024-06-06,PN,Nonbrand | Cabin Stay,7731,361,67773456,0.046695,0.1877
2024-06-07,PN,Nonbrand | Cabin Stay,10375,413,73864270,0.039807,0.1788
2024-06-08,PN,Nonbrand | Cabin Stay,9733,498,66361382,0.051166,0.1333
2024-06-09,PN,Nonbrand | Cabin Stay,8935,409,95596344,0.045775,0.2337
2024-06-03,New England,Brand | Lodge,9628,923,57181242,0.095866,0.062
2024-06-04,New England,Brand | Lodge,10279,829,55930763,0.08065,0.0675
2024-06-05,New England,Brand | Lodge,8675,840,65022099,0.09683,0.0774
2024-06-06,New England,Brand | Lodge,11708,968,56761820,0.082679,0.0586
2024-06-07,New England,Brand | Lodge,10097,653,64637990,0.064673,0.099
2024-06-08,New England,Brand | Lodge,8215,998,52327802,0.121485,0.0524
2024-06-09,New England,Brand | Lodge,10240,861,54314248,0.084082,0.0631
2024-06-03,New England,Nonbrand | Ski Weekend,12685,761,89215997,0.059992,0.1172
2024-06-04,New England,Nonbrand | Ski Weekend,9381,652,81885845,0.069502,0.1256
2024-06-05,New England,Nonbrand | Ski Weekend,9286,636,73170087,0.06849,0.115
2024-06-06,New England,Nonbrand | Ski Weekend,12755,602,87477079,0.047197,0.1453
2024-06-07,New England,Nonbrand | Ski Weekend,11315,698,75060461,0.061688,0.1075
2024-06-08,New England,Nonbrand | Ski Weekend,10220,782,75015375,0.076517,0.0959
2024-06-09,New England,Nonbrand | Ski Weekend,9175,652,101750384,0.071063,0.1561
2024-06-03,New England,Nonbrand | Cabin Stay,9171,417,71633778,0.045469,0.1718
2024-06-04,New England,Nonbrand | Cabin Stay,9439,311,66760176,0.032948,0.2147
2024-06-05,New England,Nonbrand | Cabin Stay,6856,373,68601314,0.054405,0.1839
2024-06-06,New England,Nonbrand | Cabin Stay,9241,302,62408686,0.03268,0.2067
2024-06-07,New England,Nonbrand | Cabin Stay,7322,363,65672782,0.049577,0.1809
2024-06-08,New England,Nonbrand | Cabin Stay,6240,338,69212359,0.054167,0.2048
2024-06-09,New England,Nonbrand | Cabin Stay,8451,408,72168662,0.048278,0.1769
2024-06-10,CO Rockies,Brand | Lodge,11273,1244,86213115,0.110352,0.0693
2024-06-11,CO Rockies,Brand | Lodge,14609,1197,64332868,0.081936,0.0537
2024-06-12,CO Rockies,Brand | Lodge,13550,1259,84535801,0.092915,0.0671
2024-06-13,CO Rockies,Brand | Lodge,12048,1296,80265554,0.10757,0.0619
2024-06-14,CO Rockies,Brand | Lodge,12593,1037,87325021,0.082347,0.0842
2024-06-15,CO Rockies,Brand | Lodge,11149,1126,78362690,0.100996,0.0696
2024-06-16,CO Rockies,Brand | Lodge,16508,1090,60172964,0.066029,0.0552
2024-06-10,CO Rockies,Nonbrand | Ski Weekend,17741,758,110622355,0.042726,0.1459
2024-06-11,CO Rockies,Nonbrand | Ski Weekend,17402,740,133641965,0.042524,0.1806
2024-06-12,CO Rockies,Nonbrand | Ski Weekend,13897,998,119783222,0.071814,0.12
2024-06-13,CO Rockies,Nonbrand | Ski Weekend,15013,858,102816642,0.05715,0.1198
2024-06-14,CO Rockies,Nonbrand | Ski Weekend,13345,818,133917392,0.061296,0.1637
2024-06-15,CO Rockies,Nonbrand | Ski Weekend,11753,1108,131434328,0.094274,0.1186
2024-06-16,CO Rockies,Nonbrand | Ski Weekend,16278,838,90133667,0.051481,0.1076
2024-06-10,CO Rockies,Nonbrand | Cabin Stay,11037,457,90086609,0.041406,0.1971
2024-06-11,CO Rockies,Nonbrand | Cabin Stay,10560,442,105460326,0.041856,0.2386
2024-06-12,CO Rockies,Nonbrand | Cabin Stay,9797,515,78946049,0.052567,0.1533
2024-06-13,CO Rockies,Nonbrand | Cabin Stay,9401,620,95296809,0.06595,0.1537
2024-06-14,CO Rockies,Nonbrand | Cabin Stay,8688,555,68932661,0.063881,0.1242
2024-06-15,CO Rockies,Nonbrand | Cabin Stay,12269,520,101869835,0.042383,0.1959
2024-06-16,CO Rockies,Nonbrand | Cabin Stay,11936,425,78384962,0.035607,0.1844
2024-06-10,Utah,Branded | Destination,8978,1054,50669495,0.117398,0.0481
2024-06-11,Utah,Branded | Destination,10788,1164,51373958,0.107898,0.0441
2024-06-12,Utah,Branded | Destination,12279,1013,71542435,0.082499,0.0706
2024-06-13,Utah,Branded | Destination,10299,962,58524766,0.093407,0.0608
2024-06-14,Utah,Branded | Destination,12634,1101,70107042,0.087146,0.0637
2024-06-15,Utah,Branded | Destination,9909,1150,72454394,0.116056,0.063
2024-06-16,Utah,Branded | Destination,9606,894,64830090,0.093067,0.0725
2024-06-10,Utah,Nonbrand | Ski Weekend,12860,963,117059657,0.074883,0.1216
2024-06-11,Utah,Nonbrand | Ski Weekend,13568,758,90654563,0.055867,0.1196
2024-06-12,Utah,Nonbrand | Ski Weekend,14429,862,92963904,0.059741,0.1078
2024-06-13,Utah,Nonbrand | Ski Weekend,14571,820,114774480,0.056276,0.14
2024-06-14,Utah,Nonbrand | Ski Weekend,10923,765,96249672,0.070036,0.1258
2024-06-15,Utah,Nonbrand | Ski Weekend,12806,780,89317651,0.060909,0.1145
2024-06-16,Utah,Nonbrand | Ski Weekend,12435,919,113390325,0.073904,0.1234
2024-06-10,Utah,Nonbrand | Cabin Stay,9195,501,71482376,0.054486,0.1427
2024-06-11,Utah,Nonbrand | Cabin Stay,7729,353,73343941,0.045672,0.2078
2024-06-12,Utah,Nonbrand | Cabin Stay,8643,350,83613321,0.040495,0.2389
2024-06-13,Utah,Nonbrand | Cabin Stay,8558,501,91733539,0.058542,0.1831
2024-06-14,Utah,Nonbrand | Cabin Stay,9400,373,75454817,0.039681,0.2023
2024-06-15,Utah,Nonbrand | Cabin Stay,11231,489,62620806,0.04354,0.1281
2024-06-16,Utah,Nonbrand | Cabin Stay,8038,452,69218970,0.056233,0.1531
2024-06-10,PNW,Brand | Lodge,9103,1112,52854072,0.122158,0.0475
2024-06-11,PNW,Brand | Lodge,12034,963,78673438,0.080023,0.0817
2024-06-12,PNW,Brand | Lodge,8521,923,77795444,0.108321,0.0843
2024-06-13,PNW,Brand | Lodge,12183,1153,61669776,0.09464,0.0535
2024-06-14,PNW,Brand | Lodge,12836,1056,77379896,0.082269,0.0733
2024-06-15,PNW,Brand | Lodge,11966,1056,50445949,0.08825,0.0478
2024-06-16,PNW,Brand | Lodge,9639,1065,51243571,0.110489,0.0481
2024-06-10,PNW,Nonbrand | Ski Weekend,13050,850,108254949,0.065134,0.1274
2024-06-11,PNW,Nonbrand | Ski Weekend,12874,910,127106314,0.070685,0.1397
2024-06-12,PNW,Nonbrand | Ski Weekend,14647,1001,88715566,0.068342,0.0886
2024-06-13,PNW,Nonbrand | Ski Weekend,13776,692,113401155,0.050232,0.1639
2024-06-14,PNW,Nonbrand | Ski Weekend,15312,779,126251474,0.050875,0.1621
2024-06-15,PNW,Nonbrand | Ski Weekend,14976,949,90067959,0.063368,0.0949
2024-06-16,PNW,Nonbrand | Ski Weekend,13313,708,110195769,0.053181,0.1556
2024-06-10,PNW,Nonbrand | Cabin Stay,10684,437,76045937,0.040902,0.174
2024-06-11,PNW,Nonbrand | Cabin Stay,11257,438,100809520,0.038909,0.2302
2024-06-12,PNW,Nonbrand | Cabin Stay,10898,583,74850130,0.053496,0.1284
2024-06-13,PNW,Nonbrand | Cabin Stay,10232,404,92344921,0.039484,0.2286
2024-06-14,PNW,Nonbrand | Cabin Stay,11179,398,89916973,0.035602,0.2259
2024-06-15,PNW,Nonbrand | Cabin Stay,7879,617,80206859,0.078309,0.13
2024-06-16,PNW,Nonbrand | Cabin Stay,8197,494,76563249,0.060266,0.155
2024-06-10,NE,Branded | Destination,10514,720,61210572,0.06848,0.085
2024-06-11,NE,Branded | Destination,7727,1017,67120814,0.131616,0.066
2024-06-12,NE,Branded | Destination,11132,958,48459407,0.086058,0.0506
2024-06-13,NE,Branded | Destination,10155,842,44028531,0.082915,0.0523
2024-06-14,NE,Branded | Destination,8146,767,65772457,0.094157,0.0858
2024-06-15,NE,Branded | Destination,8472,976,44283645,0.115203,0.0454
2024-06-16,NE,Branded | Destination,8230,920,48942145,0.111786,0.0532
2024-06-10,NE,Nonbrand | Ski Weekend,11002,661,86656197,0.06008,0.1311
2024-06-11,NE,Nonbrand | Ski Weekend,8727,639,89522861,0.073221,0.1401
2024-06-12,NE,Nonbrand | Ski Weekend,10831,598,79963584,0.055212,0.1337
2024-06-13,NE,Nonbrand | Ski Weekend,9681,788,68800819,0.081397,0.0873
2024-06-14,NE,Nonbrand | Ski Weekend,10481,691,76437667,0.065929,0.1106
2024-06-15,NE,Nonbrand | Ski Weekend,11245,676,87263258,0.060116,0.1291
2024-06-16,NE,Nonbrand | Ski Weekend,11289,775,82751926,0.068651,0.1068
2024-06-10,NE,Nonbrand | Cabin Stay,6645,305,78787285,0.045899,0.2583
2024-06-11,NE,Nonbrand | Cabin Stay,9246,328,55450838,0.035475,0.1691
2024-06-12,NE,Nonbrand | Cabin Stay,6368,301,64870535,0.047268,0.2155
2024-06-13,NE,Nonbrand | Cabin Stay,7420,343,57524884,0.046226,0.1677
2024-06-14,NE,Nonbrand | Cabin Stay,9634,447,61566777,0.046398,0.1377
2024-06-15,NE,Nonbrand | Cabin Stay,9573,443,70806973,0.046276,0.1598
2024-06-16,NE,Nonbrand | Cabin Stay,6849,317,79156791,0.046284,0.2497
2024-06-17,Colorado,Branded | Destination,10909,1103,76325123,0.101109,0.0692
2024-06-18,Colorado,Branded | Destination,13011,1049,65091279,0.080624,0.0621
2024-06-19,Colorado,Branded | Destination,12166,1321,82287223,0.108581,0.0623
2024-06-20,Colorado,Branded | Destination,11959,1002,85173829,0.083786,0.085
2024-06-21,Colorado,Branded | Destination,10235,1324,64400057,0.12936,0.0486
2024-06-22,Colorado,Branded | Destination,14769,1404,66209274,0.095064,0.0472
2024-06-23,Colorado,Branded | Destination,12697,1463,66416904,0.115224,0.0454
2024-06-17,Colorado,Nonbrand | Ski Weekend,14715,1187,101402517,0.080666,0.0854
2024-06-18,Colorado,Nonbrand | Ski Weekend,15170,818,136361073,0.053922,0.1667
2024-06-19,Colorado,Nonbrand | Ski Weekend,12252,1198,120620638,0.09778,0.1007
2024-06-20,Colorado,Nonbrand | Ski Weekend,14395,799,104358402,0.055505,0.1306
2024-06-21,Colorado,Nonbrand | Ski Weekend,16213,849,126933514,0.052365,0.1495
2024-06-22,Colorado,Nonbrand | Ski Weekend,17605,895,112068940,0.050838,0.1252
2024-06-23,Colorado,Nonbrand | Ski Weekend,15458,913,123564793,0.059063,0.1353
2024-06-17,Colorado,Nonbrand | Cabin Stay,9257,488,93278079,0.052717,0.1911
2024-06-18,Colorado,Nonbrand | Cabin Stay,9797,492,83324943,0.050219,0.1694
2024-06-19,Colorado,Nonbrand | Cabin Stay,13108,579,103429992,0.044171,0.1786
2024-06-20,Colorado,Nonbrand | Cabin Stay,9504,510,85176310,0.053662,0.167
2024-06-21,Colorado,Nonbrand | Cabin Stay,10307,483,86689419,0.046861,0.1795
2024-06-22,Colorado,Nonbrand | Cabin Stay,10334,498,97427727,0.04819,0.1956
2024-06-23,Colorado,Nonbrand | Cabin Stay,12999,518,83240047,0.039849,0.1607
2024-06-17,UT,Search - Lodge,12820,1105,57488336,0.086193,0.052
2024-06-18,UT,Search - Lodge,11830,982,76040186,0.083009,0.0774
2024-06-19,UT,Search - Lodge,12546,968,84684863,0.077156,0.0875
2024-06-20,UT,Search - Lodge,12491,1053,71751083,0.084301,0.0681
2024-06-21,UT,Search - Lodge,11203,988,62440188,0.088191,0.0632
2024-06-22,UT,Search - Lodge,12893,1016,62214111,0.078802,0.0612
2024-06-23,UT,Search - Lodge,9237,1280,75207206,0.138573,0.0588
2024-06-17,UT,Nonbrand | Ski Weekend,13501,1095,139686331,0.081105,0.1276
2024-06-18,UT,Nonbrand | Ski Weekend,15095,907,118301395,0.060086,0.1304
2024-06-19,UT,Nonbrand | Ski Weekend,15354,844,104339662,0.054969,0.1236
2024-06-20,UT,Nonbrand | Ski Weekend,18363,1048,120144526,0.057071,0.1146
2024-06-21,UT,Nonbrand | Ski Weekend,13967,1090,140628431,0.078041,0.129
2024-06-22,UT,Nonbrand | Ski Weekend,17796,978,99618763,0.054956,0.1019
2024-06-23,UT,Nonbrand | Ski Weekend,13610,796,117226869,0.058486,0.1473
2024-06-17,UT,Nonbrand | Cabin Stay,12335,515,104672704,0.041751,0.2032
2024-06-18,UT,Nonbrand | Cabin Stay,11977,560,101347027,0.046756,0.181
2024-06-19,UT,Nonbrand | Cabin Stay,10663,418,88106133,0.039201,0.2108
2024-06-20,UT,Nonbrand | Cabin Stay,12418,504,92205979,0.040586,0.1829
2024-06-21,UT,Nonbrand | Cabin Stay,9351,441,96655145,0.047161,0.2192
2024-06-22,UT,Nonbrand | Cabin Stay,9321,463,70350961,0.049673,0.1519
2024-06-23,UT,Nonbrand | Cabin Stay,9023,600,77399640,0.066497,0.129
2024-06-17,Pacific Northwest,Branded | Destination,11349,989,73611207,0.087144,0.0744
2024-06-18,Pacific Northwest,Branded | Destination,11084,998,76580373,0.09004,0.0767
2024-06-19,Pacific Northwest,Branded | Destination,12077,992,73688472,0.08214,0.0743
2024-06-20,Pacific Northwest,Branded | Destination,10660,1247,74450517,0.116979,0.0597
2024-06-21,Pacific Northwest,Branded | Destination,12129,1136,76336806,0.09366,0.0672
2024-06-22,Pacific Northwest,Branded | Destination,11855,1218,50943845,0.102741,0.0418
2024-06-23,Pacific Northwest,Branded | Destination,12245,1181,54635024,0.096448,0.0463
2024-06-17,Pacific Northwest,Nonbrand | Ski Weekend,11137,741,97037676,0.066535,0.131
2024-06-18,Pacific Northwest,Nonbrand | Ski Weekend,13758,676,89132302,0.049135,0.1319
2024-06-19,Pacific Northwest,Nonbrand | Ski Weekend,10669,630,72029973,0.05905,0.1143
2024-06-20,Pacific Northwest,Nonbrand | Ski Weekend,10033,743,90832948,0.074056,0.1223
2024-06-21,Pacific Northwest,Nonbrand | Ski Weekend,10977,653,93538166,0.059488,0.1432
2024-06-22,Pacific Northwest,Nonbrand | Ski Weekend,11906,571,98350949,0.047959,0.1722
2024-06-23,Pacific Northwest,Nonbrand | Ski Weekend,12178,672,88226586,0.055181,0.1313
2024-06-17,Pacific Northwest,Nonbrand | Cabin Stay,10416,394,84908056,0.037826,0.2155
2024-06-18,Pacific Northwest,Nonbrand | Cabin Stay,11037,407,85961471,0.036876,0.2112
2024-06-19,Pacific Northwest,Nonbrand | Cabin Stay,7415,504,90848286,0.06797,0.1803
2024-06-20,Pacific Northwest,Nonbrand | Cabin Stay,8957,380,64504610,0.042425,0.1697
2024-06-21,Pacific Northwest,Nonbrand | Cabin Stay,8404,400,80449519,0.047596,0.2011
2024-06-22,Pacific Northwest,Nonbrand | Cabin Stay,10623,468,86390488,0.044055,0.1846
2024-06-23,Pacific Northwest,Nonbrand | Cabin Stay,10728,474,74610284,0.044183,0.1574
2024-06-17,NewEngland,Search - Lodge,8350,1056,50060202,0.126467,0.0474
2024-06-18,NewEngland,Search - Lodge,10199,1044,54941284,0.102363,0.0526
2024-06-19,NewEngland,Search - Lodge,10041,817,68073999,0.081366,0.0833
2024-06-20,NewEngland,Search - Lodge,8983,786,54285504,0.087499,0.0691
2024-06-21,NewEngland,Search - Lodge,9824,1168,64779829,0.118893,0.0555
2024-06-22,NewEngland,Search - Lodge,9790,816,52229817,0.08335,0.064
2024-06-23,NewEngland,Search - Lodge,11206,1050,59146975,0.0937,0.0563
2024-06-17,NewEngland,Nonbrand | Ski Weekend,12233,830,72919921,0.067849,0.0879
2024-06-18,NewEngland,Nonbrand | Ski Weekend,12211,591,86996177,0.048399,0.1472
2024-06-19,NewEngland,Nonbrand | Ski Weekend,9909,735,111666034,0.074175,0.1519
2024-06-20,NewEngland,Nonbrand | Ski Weekend,12177,685,88790404,0.056254,0.1296
2024-06-21,NewEngland,Nonbrand | Ski Weekend,11199,746,105675559,0.066613,0.1417
2024-06-22,NewEngland,Nonbrand | Ski Weekend,11187,615,100353458,0.054975,0.1632
2024-06-23,NewEngland,Nonbrand | Ski Weekend,13381,724,75515487,0.054107,0.1043
2024-06-17,NewEngland,Nonbrand | Cabin Stay,8486,448,89368486,0.052793,0.1995
2024-06-18,NewEngland,Nonbrand | Cabin Stay,10685,381,67237995,0.035657,0.1765
