date,geo,campaign_name,impressions,clicks,spend,ctr
2022-10-24,NE,Prospecting | Trail,10632,127,98.31,0.011945
2024-01-05,MA,Retargeting | Site Visitors,4235,78,48.36,0.018418
2024-01-06,MA,Retargeting | Site Visitors,4313,78,49.71,0.018085
2024-01-07,MA,Retargeting | Site Visitors,3948,88,48.65,0.02229
2024-01-01,SE,Prospecting | Trail,7353,105,74.98,0.01428
2024-01-02,SE,Prospecting | Trail,7021,86,73.97,0.012249
2024-01-03,SE,Prospecting | Trail,8283,104,63.27,0.012556
2024-01-04,SE,Prospecting | Trail,6729,95,85.51,0.014118
2024-01-05,SE,Prospecting | Trail,9253,78,75.2,0.00843
2024-01-06,SE,Prospecting | Trail,7160,103,78.97,0.014385
2024-01-07,SE,Prospecting | Trail,8826,90,83.43,0.010197
2024-01-01,SE,Retargeting | Site Visitors,3076,56,46.06,0.018205
2024-01-02,SE,Retargeting | Site Visitors,4354,55,47.74,0.012632
2024-01-03,SE,Retargeting | Site Visitors,3499,68,42.41,0.019434
2024-01-04,SE,Retargeting | Site Visitors,3271,57,33.78,0.017426
2024-01-05,SE,Retargeting | Site Visitors,3209,62,41.16,0.019321
2024-01-06,SE,Retargeting | Site Visitors,3101,71,41.43,0.022896
2024-01-07,SE,Retargeting | Site Visitors,4211,77,31.71,0.018285
2024-01-01,MW,Prospecting | Trail,8787,96,59.96,0.010925
2024-01-02,MW,Prospecting | Trail,6791,95,80.38,0.013989
2024-01-03,MW,Prospecting | Trail,7741,75,71.81,0.009689
2024-01-04,MW,Prospecting | Trail,9104,93,80.21,0.010215
2024-01-05,MW,Prospecting | Trail,7486,99,87.78,0.013225
2024-01-06,MW,Prospecting | Trail,9278,106,87.94,0.011425
2024-01-07,MW,Prospecting | Trail,6976,107,82.33,0.015338
2024-01-01,MW,Retargeting | Site Visitors,4324,75,44.63,0.017345
2024-01-02,MW,Retargeting | Site Visitors,4495,85,58.73,0.01891
2024-01-03,MW,Retargeting | Site Visitors,4253,76,52.46,0.01787
2024-01-04,MW,Retargeting | Site Visitors,4590,75,45.94,0.01634
2024-01-05,MW,Retargeting | Site Visitors,4655,78,45.41,0.016756
2024-01-06,MW,Retargeting | Site Visitors,4099,93,57.47,0.022688
2024-01-07,MW,Retargeting | Site Visitors,3389,82,38.12,0.024196
2024-01-01,WE,Prospecting | Trail,10390,141,$118.20,0.013571
2024-01-02,WE,Prospecting | Trail,10147,130,$120.51,0.012812
2024-01-03,WE,Prospecting | Trail,12142,152,$113.89,0.012519
2024-01-04,WE,Prospecting | Trail,14425,180,$152.24,0.012478
2024-01-05,WE,Prospecting | Trail,14379,178,$135.59,0.012379
2024-01-06,WE,Prospecting | Trail,13827,162,$125.79,0.011716
2024-01-07,WE,Prospecting | Trail,13539,133,$104.49,0.009823
2024-01-01,WE,Retargeting | Site Visitors,4455,83,$59.76,0.018631
2024-01-02,WE,Retargeting | Site Visitors,5099,79,$57.53,0.015493
2024-01-03,WE,Retargeting | Site Visitors,4932,91,$41.61,0.018451
2024-01-04,WE,Retargeting | Site Visitors,4513,102,$46.13,0.022601
2024-01-05,WE,Retargeting | Site Visitors,4603,82,$58.51,0.017814
2024-01-06,WE,Retargeting | Site Visitors,3988,78,$56.18,0.019559
2024-01-07,WE,Retargeting | Site Visitors,5137,95,$56.64,0.018493
2024-01-08,NE,Prospecting | Trail,13454,120,134.6,0.008919
2024-01-09,NE,Prospecting | Trail,11400,117,104.59,0.010263
2024-01-10,NE,Prospecting | Trail,11893,172,114.37,0.014462
2024-01-11,NE,Prospecting | Trail,12871,132,109.22,0.010256
2024-01-12,NE,Prospecting | Trail,12304,144,127.91,0.011704
2024-01-13,NE,Prospecting | Trail,10767,131,100.52,0.012167
2024-01-14,NE,Prospecting | Trail,10052,121,119.66,0.012037
2024-01-08,NE,Retargeting | Site Visitors,4855,124,75.75,0.025541
2024-01-09,NE,Retargeting | Site Visitors,6665,86,56.38,0.012903
2024-01-10,NE,Retargeting | Site Visitors,4961,118,54.5,0.023786
2024-01-11,NE,Retargeting | Site Visitors,6177,105,69.35,0.016999
2024-01-12,NE,Retargeting | Site Visitors,5791,111,52.67,0.019168
2024-01-13,NE,Retargeting | Site Visitors,4929,116,71.1,0.023534
2024-01-14,NE,Retargeting | Site Visitors,4731,92,58.52,0.019446
2024-01-08,NE,Launch | New Colorway,4689,82,44.65,0.017488
2024-01-09,NE,Launch | New Colorway,3780,61,41.93,0.016138
2024-01-10,NE,Launch | New Colorway,4828,53,40.08,0.010978
2024-01-11,NE,Launch | New Colorway,4612,73,55.18,0.015828
2024-01-12,NE,Launch | New Colorway,4584,57,39.53,0.012435
2024-01-13,NE,Launch | New Colorway,5217,82,48.22,0.015718
2024-01-14,NE,Launch | New Colorway,3768,56,51.46,0.014862
2024-01-08,MA,Prospecting | Trail,11362,118,90.73,0.010385
2024-01-09,MA,Prospecting | Trail,11037,123,94.19,0.011144
2024-01-10,MA,Prospecting | Trail,10219,117,94.45,0.011449
2024-01-11,MA,Prospecting | Trail,8250,104,88.79,0.012606
2024-01-12,MA,Prospecting | Trail,9698,142,97.3,0.014642
2024-01-13,MA,Prospecting | Trail,8323,125,85.1,0.015019
2024-01-14,MA,Prospecting | Trail,8433,97,109.19,0.011502
2024-01-08,MA,Retargeting | Site Visitors,6352,116,71.89,0.018262
2024-01-09,MA,Retargeting | Site Visitors,5806,80,73.88,0.013779
2024-01-10,MA,Retargeting | Site Visitors,4425,99,70.87,0.022373
2024-01-11,MA,Retargeting | Site Visitors,6622,108,55.0,0.016309
2024-01-12,MA,Retargeting | Site Visitors,5449,86,53.27,0.015783
2024-01-13,MA,Retargeting | Site Visitors,5382,117,54.41,0.021739
2024-01-14,MA,Retargeting | Site Visitors,5815,102,78.97,0.017541
2024-01-08,MA,Launch | New Colorway,4788,62,52.15,0.012949
2024-01-09,MA,Launch | New Colorway,4592,72,56.45,0.015679
2024-01-10,MA,Launch | New Colorway,4915,86,45.21,0.017497
2024-01-11,MA,Launch | New Colorway,5301,66,46.83,0.01245
2024-01-12,MA,Launch | New Colorway,4172,76,46.79,0.018217
2024-01-13,MA,Launch | New Colorway,4639,78,40.56,0.016814
2024-01-14,MA,Launch | New Colorway,4440,75,47.05,0.016892
2024-01-08,SE,Prospecting | Trail,10938,107,95.2,0.009782
2024-01-09,SE,Prospecting | Trail,11774,105,84.24,0.008918
2024-01-10,SE,Prospecting | Trail,10664,105,123.28,0.009846
2024-01-11,SE,Prospecting | Trail,8658,140,122.73,0.01617
2024-01-12,SE,Prospecting | Trail,12199,108,105.38,0.008853
2024-01-13,SE,Prospecting | Trail,10639,156,111.27,0.014663
2024-01-14,SE,Prospecting | Trail,10524,147,96.78,0.013968
2024-01-08,SE,Retargeting | Site Visitors,3464,80,36.68,0.023095
2024-01-09,SE,Retargeting | Site Visitors,4538,74,53.22,0.016307
2024-01-10,SE,Retargeting | Site Visitors,4178,59,50.63,0.014122
2024-01-11,SE,Retargeting | Site Visitors,4240,77,40.73,0.01816
2024-01-12,SE,Retargeting | Site Visitors,4343,81,56.76,0.018651
2024-01-13,SE,Retargeting | Site Visitors,3758,66,39.01,0.017563
2024-01-14,SE,Retargeting | Site Visitors,3551,69,45.78,0.019431
2024-01-08,SE,Launch | New Colorway,4453,59,44.11,0.013249
2024-01-09,SE,Launch | New Colorway,3753,76,39.86,0.02025
2024-01-10,SE,Launch | New Colorway,4230,78,43.65,0.01844
2024-01-11,SE,Launch | New Colorway,4718,73,50.44,0.015473
2024-01-12,SE,Launch | New Colorway,4834,63,50.89,0.013033
2024-01-13,SE,Launch | New Colorway,5266,84,47.32,0.015951
2024-01-14,SE,Launch | New Colorway,4511,66,47.7,0.014631
2024-01-08,MW,Prospecting | Trail,9262,125,108.58,0.013496
2024-01-09,MW,Prospecting | Trail,9217,104,93.28,0.011283
2024-01-10,MW,Prospecting | Trail,11419,121,89.49,0.010596
2024-01-11,MW,Prospecting | Trail,10471,118,104.77,0.011269
2024-01-12,MW,Prospecting | Trail,9631,103,104.83,0.010695
2024-01-13,MW,Prospecting | Trail,10199,107,79.57,0.010491
2024-01-14,MW,Prospecting | Trail,8868,124,96.35,0.013983
2024-01-08,MW,Retargeting | Site Visitors,5050,84,47.53,0.016634
2024-01-09,MW,Retargeting | Site Visitors,5031,114,55.08,0.02266
2024-01-10,MW,Retargeting | Site Visitors,4672,111,53.83,0.023759
2024-01-11,MW,Retargeting | Site Visitors,4789,88,61.2,0.018375
2024-01-12,MW,Retargeting | Site Visitors,4517,104,53.94,0.023024
2024-01-13,MW,Retargeting | Site Visitors,5523,105,62.42,0.019011
2024-01-14,MW,Retargeting | Site Visitors,4888,79,62.41,0.016162
2024-01-08,MW,Launch | New Colorway,4745,65,44.37,0.013699
2024-01-09,MW,Launch | New Colorway,4974,82,54.06,0.016486
2024-01-10,MW,Launch | New Colorway,5282,79,52.64,0.014956
2024-01-11,MW,Launch | New Colorway,4229,62,45.79,0.014661
2024-01-12,MW,Launch | New Colorway,4122,65,54.96,0.015769
2024-01-13,MW,Launch | New Colorway,5531,81,41.03,0.014645
2024-01-14,MW,Launch | New Colorway,4198,57,44.57,0.013578
2024-01-08,WE,Prospecting | Trail,11362,129,$122.50,0.011354
2024-01-09,WE,Prospecting | Trail,12298,136,$113.12,0.011059
2024-01-10,WE,Prospecting | Trail,12987,154,$138.93,0.011858
2024-01-11,WE,Prospecting | Trail,11729,126,$137.10,0.010743
2024-01-12,WE,Prospecting | Trail,10782,158,$113.78,0.014654
2024-01-13,WE,Prospecting | Trail,13245,165,$120.81,0.012458
2024-01-14,WE,Prospecting | Trail,14053,126,$101.02,0.008966
2024-01-08,WE,Retargeting | Site Visitors,6985,81,$61.71,0.011596
2024-01-09,WE,Retargeting | Site Visitors,5567,100,$71.13,0.017963
2024-01-10,WE,Retargeting | Site Visitors,7088,81,$71.48,0.011428
2024-01-11,WE,Retargeting | Site Visitors,4796,99,$78.98,0.020642
2024-01-12,WE,Retargeting | Site Visitors,4884,122,$55.20,0.02498
2024-01-13,WE,Retargeting | Site Visitors,5840,122,$59.58,0.02089
2024-01-14,WE,Retargeting | Site Visitors,4893,104,$62.53,0.021255
2024-01-08,WE,Launch | New Colorway,4736,76,$49.71,0.016047
2024-01-09,WE,Launch | New Colorway,4668,82,$41.90,0.017566
2024-01-10,WE,Launch | New Colorway,4371,54,$46.34,0.012354
2024-01-11,WE,Launch | New Colorway,5765,81,$44.26,0.01405
2024-01-12,WE,Launch | New Colorway,5489,58,$57.76,0.010567
2024-01-13,WE,Launch | New Colorway,4895,69,$60.39,0.014096
2024-01-14,WE,Launch | New Colorway,5235,71,$58.25,0.013563
2024-01-15,NE,Prospecting | Trail,9313,116,106.19,0.012456
2024-01-16,NE,Prospecting | Trail,9271,88,104.53,0.009492
2024-01-17,NE,Prospecting | Trail,9859,129,70.36,0.013084
2024-01-18,NE,Prospecting | Trail,7108,103,87.11,0.014491
2024-01-19,NE,Prospecting | Trail,10233,120,94.87,0.011727
2024-01-20,NE,Prospecting | Trail,9968,111,80.9,0.011136
2024-01-21,NE,Prospecting | Trail,8595,106,86.64,0.012333
2024-01-15,NE,Retargeting | Site Visitors,5799,87,54.86,0.015003
2024-01-16,NE,Retargeting | Site Visitors,4619,84,60.2,0.018186
2024-01-17,NE,Retargeting | Site Visitors,5079,111,48.49,0.021855
2024-01-18,NE,Retargeting | Site Visitors,6065,92,44.41,0.015169
2024-01-19,NE,Retargeting | Site Visitors,4826,83,61.38,0.017199
2024-01-20,NE,Retargeting | Site Visitors,4035,109,63.06,0.027014
2024-01-21,NE,Retargeting | Site Visitors,4129,114,64.95,0.02761
2024-01-15,MA,Prospecting | Trail,11611,93,121.92,0.00801
2024-01-16,MA,Prospecting | Trail,11576,125,96.82,0.010798
2024-01-17,MA,Prospecting | Trail,11631,133,106.52,0.011435
2024-01-18,MA,Prospecting | Trail,9612,133,120.55,0.013837
2024-01-19,MA,Prospecting | Trail,9185,136,92.74,0.014807
2024-01-20,MA,Prospecting | Trail,9405,116,101.97,0.012334
2024-01-21,MA,Prospecting | Trail,11045,96,85.32,0.008692
2024-01-15,MA,Retargeting | Site Visitors,5401,91,46.74,0.016849
2024-01-16,MA,Retargeting | Site Visitors,5181,75,59.7,0.014476
2024-01-17,MA,Retargeting | Site Visitors,3696,84,51.42,0.022727
2024-01-18,MA,Retargeting | Site Visitors,5081,85,50.76,0.016729
2024-01-19,MA,Retargeting | Site Visitors,5027,66,56.3,0.013129
2024-01-20,MA,Retargeting | Site Visitors,3510,89,61.75,0.025356
2024-01-21,MA,Retargeting | Site Visitors,4260,81,43.12,0.019014
2024-01-15,SE,Prospecting | Trail,8134,112,93.76,0.013769
2024-01-16,SE,Prospecting | Trail,9870,143,90.44,0.014488
2024-01-17,SE,Prospecting | Trail,8581,115,75.08,0.013402
2024-01-18,SE,Prospecting | Trail,7746,94,95.03,0.012135
2024-01-19,SE,Prospecting | Trail,7989,96,85.59,0.012017
2024-01-20,SE,Prospecting | Trail,11885,96,94.5,0.008077
2024-01-21,SE,Prospecting | Trail,9329,120,88.25,0.012863
2024-01-15,SE,Retargeting | Site Visitors,3390,65,46.32,0.019174
2024-01-16,SE,Retargeting | Site Visitors,3811,68,36.84,0.017843
2024-01-17,SE,Retargeting | Site Visitors,5055,87,39.97,0.017211
2024-01-18,SE,Retargeting | Site Visitors,3420,85,48.22,0.024854
2024-01-19,SE,Retargeting | Site Visitors,3943,75,51.4,0.019021
2024-01-20,SE,Retargeting | Site Visitors,4878,82,46.91,0.01681
2024-01-21,SE,Retargeting | Site Visitors,3487,67,52.14,0.019214
2024-01-15,MW,Prospecting | Trail,13463,111,98.5,0.008245
2024-01-16,MW,Prospecting | Trail,9238,169,97.1,0.018294
2024-01-17,MW,Prospecting | Trail,9022,130,88.12,0.014409
2024-01-18,MW,Prospecting | Trail,11543,117,96.16,0.010136
2024-01-19,MW,Prospecting | Trail,9332,137,106.09,0.014681
2024-01-20,MW,Prospecting | Trail,9486,133,107.16,0.014021
2024-01-21,MW,Prospecting | Trail,8942,110,102.92,0.012301
2024-01-15,MW,Retargeting | Site Visitors,4070,86,55.91,0.02113
2024-01-16,MW,Retargeting | Site Visitors,3627,71,49.64,0.019575
2024-01-17,MW,Retargeting | Site Visitors,4364,98,53.67,0.022456
2024-01-18,MW,Retargeting | Site Visitors,4714,85,50.05,0.018031
2024-01-19,MW,Retargeting | Site Visitors,4848,78,48.15,0.016089
2024-01-20,MW,Retargeting | Site Visitors,4740,81,43.29,0.017089
2024-01-21,MW,Retargeting | Site Visitors,4448,90,53.63,0.020234
2024-01-15,WE,Prospecting | Trail,14507,147,$111.44,0.010133
2024-01-16,WE,Prospecting | Trail,12066,128,$101.92,0.010608
2024-01-17,WE,Prospecting | Trail,11419,122,$123.78,0.010684
2024-01-18,WE,Prospecting | Trail,11533,117,$124.31,0.010145
2024-01-19,WE,Prospecting | Trail,11892,143,$129.43,0.012025
2024-01-20,WE,Prospecting | Trail,10141,150,$106.96,0.014791
2024-01-21,WE,Prospecting | Trail,10665,146,$107.95,0.01369
2024-01-15,WE,Retargeting | Site Visitors,7007,109,$65.16,0.015556
2024-01-16,WE,Retargeting | Site Visitors,6706,128,$60.07,0.019087
2024-01-17,WE,Retargeting | Site Visitors,5410,132,$80.90,0.024399
2024-01-18,WE,Retargeting | Site Visitors,6752,107,$64.20,0.015847
2024-01-19,WE,Retargeting | Site Visitors,4866,129,$62.79,0.02651
2024-01-20,WE,Retargeting | Site Visitors,5568,115,$83.64,0.020654
2024-01-21,WE,Retargeting | Site Visitors,6440,96,$74.85,0.014907
2024-01-22,NE,Prospecting | Trail,9929,147,113.0,0.014805
2024-01-23,NE,Prospecting | Trail,11619,130,118.15,0.011189
2024-01-24,NE,Prospecting | Trail,13876,137,114.13,0.009873
2024-01-25,NE,Prospecting | Trail,11478,140,103.25,0.012197
2024-01-26,NE,Prospecting | Trail,10998,141,115.61,0.012821
2024-01-27,NE,Prospecting | Trail,10759,190,118.3,0.01766
2024-01-28,NE,Prospecting | Trail,12209,130,110.05,0.010648
2024-01-22,NE,Retargeting | Site Visitors,3625,97,65.69,0.026759
2024-01-23,NE,Retargeting | Site Visitors,5501,79,47.18,0.014361
2024-01-24,NE,Retargeting | Site Visitors,5634,90,58.21,0.015974
2024-01-25,NE,Retargeting | Site Visitors,3947,110,69.15,0.027869
2024-01-26,NE,Retargeting | Site Visitors,5628,113,48.43,0.020078
2024-01-27,NE,Retargeting | Site Visitors,5377,100,63.9,0.018598
2024-01-28,NE,Retargeting | Site Visitors,5335,79,50.49,0.014808
2024-01-22,MA,Prospecting | Trail,10639,83,108.97,0.007801
2024-01-23,MA,Prospecting | Trail,7771,90,75.51,0.011582
2024-01-24,MA,Prospecting | Trail,9986,116,84.14,0.011616
2024-01-25,MA,Prospecting | Trail,8184,106,90.38,0.012952
2024-01-26,MA,Prospecting | Trail,7854,104,101.87,0.013242
2024-01-27,MA,Prospecting | Trail,9979,101,77.75,0.010121
2024-01-28,MA,Prospecting | Trail,10470,129,97.22,0.012321
2024-01-22,MA,Retargeting | Site Visitors,4280,73,41.48,0.017056
2024-01-23,MA,Retargeting | Site Visitors,4844,82,51.66,0.016928
2024-01-24,MA,Retargeting | Site Visitors,3630,87,39.35,0.023967
2024-01-25,MA,Retargeting | Site Visitors,3516,77,52.47,0.0219
2024-01-26,MA,Retargeting | Site Visitors,3450,62,49.9,0.017971
2024-01-27,MA,Retargeting | Site Visitors,4610,84,49.5,0.018221
2024-01-28,MA,Retargeting | Site Visitors,4341,82,45.36,0.01889
2024-01-22,SE,Prospecting | Trail,8900,80,94.9,0.008989
2024-01-23,SE,Prospecting | Trail,8680,112,71.54,0.012903
2024-01-24,SE,Prospecting | Trail,9134,113,88.92,0.012371
2024-01-25,SE,Prospecting | Trail,7213,91,68.04,0.012616
2024-01-26,SE,Prospecting | Trail,8719,79,79.08,0.009061
2024-01-27,SE,Prospecting | Trail,9527,108,81.21,0.011336
2024-01-28,SE,Prospecting | Trail,6895,113,95.19,0.016389
2024-01-22,SE,Retargeting | Site Visitors,3600,75,42.74,0.020833
2024-01-23,SE,Retargeting | Site Visitors,3307,72,41.56,0.021772
2024-01-24,SE,Retargeting | Site Visitors,3774,69,42.15,0.018283
2024-01-25,SE,Retargeting | Site Visitors,4252,84,45.27,0.019755
2024-01-26,SE,Retargeting | Site Visitors,4180,72,39.42,0.017225
2024-01-27,SE,Retargeting | Site Visitors,4303,70,52.86,0.016268
2024-01-28,SE,Retargeting | Site Visitors,2833,90,37.85,0.031768
2024-01-22,MW,Prospecting | Trail,8447,94,81.16,0.011128
2024-01-23,MW,Prospecting | Trail,11242,117,92.0,0.010407
2024-01-24,MW,Prospecting | Trail,10721,136,95.1,0.012685
2024-01-25,MW,Prospecting | Trail,9524,116,111.1,0.01218
2024-01-26,MW,Prospecting | Trail,8942,123,122.46,0.013755
2024-01-27,MW,Prospecting | Trail,12329,124,85.91,0.010058
2024-01-28,MW,Prospecting | Trail,9285,144,103.07,0.015509
2024-01-22,MW,Retargeting | Site Visitors,4407,87,51.04,0.019741
2024-01-23,MW,Retargeting | Site Visitors,4027,108,68.6,0.026819
2024-01-24,MW,Retargeting | Site Visitors,5740,96,56.26,0.016725
2024-01-25,MW,Retargeting | Site Visitors,4374,79,48.99,0.018061
2024-01-26,MW,Retargeting | Site Visitors,4540,108,60.7,0.023789
2024-01-27,MW,Retargeting | Site Visitors,4690,93,58.13,0.019829
2024-01-28,MW,Retargeting | Site Visitors,6031,98,45.08,0.016249
2024-01-22,WE,Prospecting | Trail,11753,181,$148.62,0.0154
2024-01-23,WE,Prospecting | Trail,11002,149,$120.04,0.013543
2024-01-24,WE,Prospecting | Trail,11266,173,$126.58,0.015356
2024-01-25,WE,Prospecting | Trail,12878,139,$120.78,0.010794
2024-01-26,WE,Prospecting | Trail,15545,123,$145.63,0.007913
2024-01-27,WE,Prospecting | Trail,13192,119,$108.20,0.009021
2024-01-28,WE,Prospecting | Trail,13165,158,$100.39,0.012002
2024-01-22,WE,Retargeting | Site Visitors,4939,119,$71.57,0.024094
2024-01-23,WE,Retargeting | Site Visitors,4623,85,$52.64,0.018386
2024-01-24,WE,Retargeting | Site Visitors,5094,100,$69.26,0.019631
2024-01-25,WE,Retargeting | Site Visitors,4427,103,$48.21,0.023266
2024-01-26,WE,Retargeting | Site Visitors,4965,98,$70.68,0.019738
2024-01-27,WE,Retargeting | Site Visitors,6490,99,$50.53,0.015254
2024-01-28,WE,Retargeting | Site Visitors,6088,88,$58.30,0.014455
2024-01-29,NE,Prospecting | Trail,12637,154,97.08,0.012186
2024-01-30,NE,Prospecting | Trail,9720,120,96.19,0.012346
2024-01-31,NE,Prospecting | Trail,13251,157,136.5,0.011848
2024-02-01,NE,Prospecting | Trail,13136,136,124.3,0.010353
2024-02-02,NE,Prospecting | Trail,13120,154,96.85,0.011738
2024-02-03,NE,Prospecting | Trail,11808,162,128.76,0.01372
2024-02-04,NE,Prospecting | Trail,9128,124,131.74,0.013585
2024-01-29,NE,Retargeting | Site Visitors,5137,79,54.82,0.015379
2024-01-30,NE,Retargeting | Site Visitors,5741,77,51.37,0.013412
2024-01-31,NE,Retargeting | Site Visitors,5712,108,73.18,0.018908
2024-02-01,NE,Retargeting | Site Visitors,4892,73,67.07,0.014922
2024-02-02,NE,Retargeting | Site Visitors,5527,106,54.05,0.019179
2024-02-03,NE,Retargeting | Site Visitors,4694,109,55.73,0.023221
2024-02-04,NE,Retargeting | Site Visitors,4685,93,62.25,0.019851
2024-01-29,MA,Prospecting | Trail,9947,113,128.13,0.01136
2024-01-30,MA,Prospecting | Trail,10922,114,124.26,0.010438
2024-01-31,MA,Prospecting | Trail,11946,128,90.29,0.010715
2024-02-01,MA,Prospecting | Trail,13008,150,93.6,0.011531
2024-02-02,MA,Prospecting | Trail,10025,122,104.82,0.01217
2024-02-03,MA,Prospecting | Trail,11612,126,104.39,0.010851
2024-02-04,MA,Prospecting | Trail,8450,149,98.41,0.017633
2024-01-29,MA,Retargeting | Site Visitors,5177,118,58.94,0.022793
2024-01-30,MA,Retargeting | Site Visitors,4406,102,58.17,0.02315
2024-01-31,MA,Retargeting | Site Visitors,4464,99,59.25,0.022177
2024-02-01,MA,Retargeting | Site Visitors,4298,83,64.36,0.019311
2024-02-02,MA,Retargeting | Site Visitors,4458,106,49.65,0.023777
2024-02-03,MA,Retargeting | Site Visitors,5962,83,50.45,0.013922
2024-02-04,MA,Retargeting | Site Visitors,5417,81,52.26,0.014953
2024-01-29,SE,Prospecting | Trail,12544,99,97.0,0.007892
2024-01-30,SE,Prospecting | Trail,8781,137,113.62,0.015602
2024-01-31,SE,Prospecting | Trail,11097,151,98.0,0.013607
2024-02-01,SE,Prospecting | Trail,9590,127,88.4,0.013243
2024-02-02,SE,Prospecting | Trail,11536,117,103.11,0.010142
2024-02-03,SE,Prospecting | Trail,9332,139,90.6,0.014895
2024-02-04,SE,Prospecting | Trail,9009,116,113.78,0.012876
2024-01-29,SE,Retargeting | Site Visitors,4330,70,47.69,0.016166
2024-01-30,SE,Retargeting | Site Visitors,3174,78,45.75,0.024575
2024-01-31,SE,Retargeting | Site Visitors,4229,73,51.89,0.017262
2024-02-01,SE,Retargeting | Site Visitors,3604,62,38.58,0.017203
2024-02-02,SE,Retargeting | Site Visitors,3333,71,38.25,0.021302
2024-02-03,SE,Retargeting | Site Visitors,3494,88,43.68,0.025186
2024-02-04,SE,Retargeting | Site Visitors,4100,73,36.19,0.017805
2024-01-29,MW,Prospecting | Trail,7716,82,74.8,0.010627
2024-01-30,MW,Prospecting | Trail,9466,100,74.66,0.010564
2024-01-31,MW,Prospecting | Trail,9016,115,86.65,0.012755
2024-02-01,MW,Prospecting | Trail,7116,96,75.03,0.013491
2024-02-02,MW,Prospecting | Trail,8120,82,88.01,0.010099
2024-02-03,MW,Prospecting | Trail,8122,86,88.57,0.010589
2024-02-04,MW,Prospecting | Trail,8265,104,78.92,0.012583
2024-01-29,MW,Retargeting | Site Visitors,5180,78,51.78,0.015058
2024-01-30,MW,Retargeting | Site Visitors,4466,101,70.08,0.022615
2024-01-31,MW,Retargeting | Site Visitors,5025,77,64.2,0.015323
2024-02-01,MW,Retargeting | Site Visitors,4574,90,56.57,0.019676
2024-02-02,MW,Retargeting | Site Visitors,4082,84,45.31,0.020578
2024-02-03,MW,Retargeting | Site Visitors,5206,79,46.34,0.015175
2024-02-04,MW,Retargeting | Site Visitors,5319,94,55.0,0.017672
2024-01-29,MT,Prospecting | Trail,7181,84,82.04,0.011698
2024-01-30,MT,Prospecting | Trail,8551,90,77.18,0.010525
2024-01-31,MT,Prospecting | Trail,7249,121,89.92,0.016692
2024-02-01,MT,Prospecting | Trail,10030,96,73.39,0.009571
2024-02-02,MT,Prospecting | Trail,7862,96,96.4,0.012211
2024-02-03,MT,Prospecting | Trail,9840,118,85.03,0.011992
2024-02-04,MT,Prospecting | Trail,9069,95,81.9,0.010475
2024-01-29,MT,Retargeting | Site Visitors,3662,86,38.74,0.023484
2024-01-30,MT,Retargeting | Site Visitors,4427,83,48.37,0.018749
2024-01-31,MT,Retargeting | Site Visitors,4091,76,45.14,0.018577
2024-02-01,MT,Retargeting | Site Visitors,4091,71,43.34,0.017355
2024-02-02,MT,Retargeting | Site Visitors,4437,69,51.67,0.015551
2024-02-03,MT,Retargeting | Site Visitors,3789,81,48.85,0.021378
2024-02-04,MT,Retargeting | Site Visitors,4063,80,52.31,0.01969
2024-01-29,WE,Prospecting | Trail,11395,145,$128.52,0.012725
2024-01-30,WE,Prospecting | Trail,12069,139,$124.61,0.011517
2024-01-31,WE,Prospecting | Trail,9913,123,$87.58,0.012408
2024-02-01,WE,Prospecting | Trail,10893,150,$112.39,0.01377
2024-02-02,WE,Prospecting | Trail,10099,123,$90.83,0.012179
2024-02-03,WE,Prospecting | Trail,8968,146,$124.38,0.01628
2024-02-04,WE,Prospecting | Trail,13621,136,$85.88,0.009985
2024-01-29,WE,Retargeting | Site Visitors,4160,89,$64.79,0.021394
2024-01-30,WE,Retargeting | Site Visitors,4785,92,$50.71,0.019227
2024-01-31,WE,Retargeting | Site Visitors,5046,98,$72.09,0.019421
2024-02-01,WE,Retargeting | Site Visitors,5182,89,$47.63,0.017175
2024-02-02,WE,Retargeting | Site Visitors,4709,70,$46.96,0.014865
2024-02-03,WE,Retargeting | Site Visitors,5009,102,$52.54,0.020363
2024-02-04,WE,Retargeting | Site Visitors,4865,89,$53.47,0.018294
2024-02-05,NE,Prospecting | Trail,11721,155,108.77,0.013224
2024-02-06,NE,Prospecting | Trail,12701,125,94.91,0.009842
2024-02-07,NE,Prospecting | Trail,10789,144,110.06,0.013347
2024-02-08,NE,Prospecting | Trail,11815,132,103.85,0.011172
2024-02-09,NE,Prospecting | Trail,9267,141,112.35,0.015215
2024-02-10,NE,Prospecting | Trail,10522,163,115.41,0.015491
2024-02-11,NE,Prospecting | Trail,11706,147,124.14,0.012558
2024-02-05,NE,Retargeting | Site Visitors,4814,77,58.16,0.015995
2024-02-06,NE,Retargeting | Site Visitors,4776,91,57.79,0.019054
2024-02-07,NE,Retargeting | Site Visitors,3706,100,52.33,0.026983
2024-02-08,NE,Retargeting | Site Visitors,4955,82,60.8,0.016549
2024-02-09,NE,Retargeting | Site Visitors,5315,77,48.59,0.014487
2024-02-10,NE,Retargeting | Site Visitors,4686,79,44.22,0.016859
2024-02-11,NE,Retargeting | Site Visitors,4895,109,59.31,0.022268
2024-02-05,MA,Prospecting | Trail,7120,117,94.07,0.016433
2024-02-06,MA,Prospecting | Trail,8892,105,69.9,0.011808
2024-02-07,MA,Prospecting | Trail,10864,86,83.41,0.007916
2024-02-08,MA,Prospecting | Trail,7914,102,96.73,0.012889
