week_start,geo,send_count,delivered,unique_opens,unique_clicks,open_rate,click_rate
2025-09-08,Mid-Atlantic,12978,12477,3223,258,0.2583,0.0207
2025-09-08,Southeast,11211,10957,2876,186,0.2625,0.017
2025-09-08,Midwest,11727,11401,2813,211,0.2467,0.0185
2025-09-08,Mountain,9045,8769,2221,166,0.2533,0.0189
2025-09-08,West,13495,13279,3206,293,0.2414,0.0221
2025-09-15,Northeast,13201,12890,3144,286,0.2439,0.0222
2025-09-15,Mid-Atlantic,12900,12593,3050,247,0.2422,0.0196
2025-09-15,Southeast,10422,10054,2328,192,0.2315,0.0191
2025-09-15,Midwest,11329,10985,2895,192,0.2635,0.0175
2025-09-15,Mountain,9729,9385,2469,164,0.2631,0.0175
2025-09-15,West,12719,12583,2939,235,0.2336,0.0187
2025-09-22,Northeast,12388,12172,2688,298,0.2208,0.0245
2025-09-22,Mid-Atlantic,11462,11224,2610,255,0.2325,0.0227
2025-09-22,Southeast,10878,10581,2570,280,0.2429,0.0265
2025-09-22,Midwest,11249,10812,2744,258,0.2538,0.0239
2025-09-22,Mountain,9580,9297,2250,248,0.242,0.0267
2025-09-22,West,13851,13305,3272,294,0.2459,0.0221
2025-09-29,Northeast,16725,16070,3225,424,0.2007,0.0264
2025-09-29,Mid-Atlantic,15508,15323,3635,385,0.2372,0.0251
2025-09-29,Southeast,12785,12432,2501,322,0.2012,0.0259
2025-09-29,Midwest,13562,13298,2731,371,0.2054,0.0279
2025-09-29,Mountain,11166,10888,2286,254,0.21,0.0233
2025-09-29,West,16127,15644,3384,435,0.2163,0.0278
2025-10-06,Northeast,12621,12239,2396,313,0.1958,0.0256
2025-10-06,Mid-Atlantic,11115,10837,2102,290,0.194,0.0268
2025-10-06,Southeast,10837,10418,2113,264,0.2028,0.0253
2025-10-06,Midwest,10933,10660,2374,336,0.2227,0.0315
2025-10-06,Mountain,9089,8833,1662,223,0.1882,0.0252
2025-10-06,West,13462,13184,2530,343,0.1919,0.026
2025-10-13,Northeast,11594,11368,2334,305,0.2053,0.0268
2025-10-13,Mid-Atlantic,11080,10845,2091,321,0.1928,0.0296
2025-10-13,Southeast,10674,10553,1826,293,0.173,0.0278
2025-10-13,Midwest,10400,10139,1831,298,0.1806,0.0294
2025-10-13,Mountain,9077,8945,1705,268,0.1906,0.03
2025-10-13,West,12445,12000,2106,400,0.1755,0.0333
2025-10-20,Northeast,12643,12351,2347,362,0.19,0.0293
2025-10-20,Mid-Atlantic,11517,11329,1986,383,0.1753,0.0338
2025-10-20,Southeast,10891,10771,2057,383,0.191,0.0356
2025-10-20,Midwest,10161,9917,1711,364,0.1725,0.0367
2025-10-20,Mountain,8847,8657,1437,296,0.166,0.0342
2025-10-20,West,12753,12579,2181,464,0.1734,0.0369
2025-10-27,Northeast,12873,12486,2181,432,0.1747,0.0346
2025-10-27,Mid-Atlantic,11587,11382,1978,354,0.1738,0.0311
2025-10-27,Southeast,10610,10244,1714,366,0.1673,0.0357
2025-10-27,Midwest,10517,10218,1806,372,0.1767,0.0364
2025-10-27,Mountain,8725,8506,1600,326,0.1881,0.0383
2025-10-27,West,13278,12989,2102,504,0.1618,0.0388
2025-11-03,Northeast,13765,13404,2169,449,0.1618,0.0335
2025-11-03,Mid-Atlantic,12136,11678,2045,443,0.1751,0.0379
2025-11-03,Southeast,12094,11763,1813,412,0.1541,0.035
2025-11-03,Midwest,11540,11111,1851,363,0.1666,0.0327
2025-11-03,Mountain,10454,10111,1843,333,0.1823,0.0329
2025-11-03,West,15167,14951,2528,556,0.1691,0.0372
2025-11-10,Northeast,13210,12864,1999,507,0.1554,0.0394
2025-11-10,Mid-Atlantic,13148,12724,2204,457,0.1732,0.0359
2025-11-10,Southeast,11013,10702,1916,379,0.179,0.0354
2025-11-10,Midwest,11708,11403,1683,398,0.1476,0.0349
2025-11-10,Mountain,9371,9236,1540,320,0.1667,0.0347
2025-11-10,West,14316,13748,2436,518,0.1772,0.0377
2025-11-17,Northeast,16098,15480,2494,546,0.1611,0.0353
2025-11-17,Mid-Atlantic,14982,14661,2394,535,0.1633,0.0365
2025-11-17,Southeast,13064,12878,2080,433,0.1615,0.0336
2025-11-17,Midwest,13280,12946,1890,466,0.146,0.036
2025-11-17,Mountain,11034,10882,1958,417,0.1799,0.0383
2025-11-17,West,16290,16027,2287,598,0.1427,0.0373
2025-11-24,Northeast,17840,17137,2980,572,0.1739,0.0334
2025-11-24,Mid-Atlantic,17291,16810,2910,602,0.1731,0.0358
2025-11-24,Southeast,15446,14870,2632,491,0.177,0.033
2025-11-24,Midwest,14461,14022,2424,446,0.1729,0.0318
2025-11-24,Mountain,12094,11933,2057,385,0.1724,0.0323
2025-11-24,West,17709,17023,2613,529,0.1535,0.0311
2025-12-01,Northeast,15157,14813,2275,406,0.1536,0.0274
2025-12-01,Mid-Atlantic,14392,13817,2262,435,0.1637,0.0315
2025-12-01,Southeast,12133,11821,1871,337,0.1583,0.0285
2025-12-01,Midwest,12807,12495,1942,370,0.1554,0.0296
2025-12-01,Mountain,11253,10868,1921,370,0.1768,0.034
2025-12-01,West,15217,14932,2800,515,0.1875,0.0345
2025-12-08,Northeast,18764,18277,3067,488,0.1678,0.0267
2025-12-08,Mid-Atlantic,18476,17998,3564,506,0.198,0.0281
2025-12-08,Southeast,15095,14792,2750,393,0.1859,0.0266
2025-12-08,Midwest,17258,17038,2903,515,0.1704,0.0302
2025-12-08,Mountain,14842,14344,2533,458,0.1766,0.0319
2025-12-08,West,20359,19788,3459,520,0.1748,0.0263
2025-12-15,Northeast,15661,15426,2825,417,0.1831,0.027
2025-12-15,Mid-Atlantic,14774,14398,2831,376,0.1966,0.0261
2025-12-15,Southeast,12340,11961,2417,334,0.2021,0.0279
2025-12-15,Midwest,12988,12680,2626,309,0.2071,0.0244
2025-12-15,Mountain,10385,10199,1887,218,0.185,0.0214
2025-12-15,West,15489,15175,3023,366,0.1992,0.0241
2025-12-22,Northeast,14668,14176,2770,343,0.1954,0.0242
2025-12-22,Mid-Atlantic,14014,13660,2582,337,0.189,0.0247
2025-12-22,Southeast,13177,12833,2624,302,0.2045,0.0235
2025-12-22,Midwest,12845,12444,2733,325,0.2196,0.0261
2025-12-22,Mountain,10962,10722,2230,280,0.208,0.0261
2025-12-22,West,16873,16675,3650,318,0.2189,0.0191
