timeperiod,geo,campaign,impressions,clicks,spend,ctr,cpc
09/16/2024,WE,Nonbrand | Trail Running,17380,494,152.23,0.028423,0.3082
09/17/2024,WE,Nonbrand | Trail Running,13949,535,156.52,0.038354,0.2926
09/18/2024,WE,Nonbrand | Trail Running,12252,555,151.44,0.045299,0.2729
09/19/2024,WE,Nonbrand | Trail Running,13762,594,139.18,0.043162,0.2343
09/20/2024,WE,Nonbrand | Trail Running,16721,414,124.73,0.024759,0.3013
09/21/2024,WE,Nonbrand | Trail Running,17353,541,124.93,0.031176,0.2309
09/22/2024,WE,Nonbrand | Trail Running,13780,566,108.25,0.041074,0.1913
09/16/2024,WE,Nonbrand | Outdoor Apparel,12618,621,97.49,0.049215,0.157
09/17/2024,WE,Nonbrand | Outdoor Apparel,14675,588,146.24,0.040068,0.2487
09/18/2024,WE,Nonbrand | Outdoor Apparel,11764,647,139.11,0.054998,0.215
09/19/2024,WE,Nonbrand | Outdoor Apparel,14343,651,133.86,0.045388,0.2056
09/20/2024,WE,Nonbrand | Outdoor Apparel,15257,567,97.73,0.037163,0.1724
09/21/2024,WE,Nonbrand | Outdoor Apparel,13913,560,127.92,0.04025,0.2284
09/22/2024,WE,Nonbrand | Outdoor Apparel,17839,769,101.09,0.043108,0.1315
09/23/2024,NE,Branded Search,13578,1088,73.19,0.08013,0.0673
09/24/2024,NE,Branded Search,12113,964,73.25,0.079584,0.076
09/25/2024,NE,Branded Search,9396,1292,67.9,0.137505,0.0526
09/26/2024,NE,Branded Search,12628,1081,91.6,0.085603,0.0847
09/27/2024,NE,Branded Search,13414,1315,76.96,0.098032,0.0585
09/28/2024,NE,Branded Search,10087,1142,72.42,0.113215,0.0634
09/29/2024,NE,Branded Search,13030,1008,83.87,0.07736,0.0832
09/23/2024,NE,Nonbrand | Trail Running,13912,555,140.09,0.039894,0.2524
09/24/2024,NE,Nonbrand | Trail Running,20294,558,133.95,0.027496,0.24
09/25/2024,NE,Nonbrand | Trail Running,19505,730,178.05,0.037426,0.2439
09/26/2024,NE,Nonbrand | Trail Running,17721,712,156.28,0.040178,0.2195
09/27/2024,NE,Nonbrand | Trail Running,14245,797,150.19,0.055949,0.1884
09/28/2024,NE,Nonbrand | Trail Running,15797,584,136.38,0.036969,0.2335
09/29/2024,NE,Nonbrand | Trail Running,15815,678,172.39,0.042871,0.2543
09/23/2024,NE,Nonbrand | Outdoor Apparel,14330,657,119.86,0.045848,0.1824
09/24/2024,NE,Nonbrand | Outdoor Apparel,14003,598,101.18,0.042705,0.1692
09/25/2024,NE,Nonbrand | Outdoor Apparel,11670,601,114.54,0.0515,0.1906
09/26/2024,NE,Nonbrand | Outdoor Apparel,13210,706,136.31,0.053444,0.1931
09/27/2024,NE,Nonbrand | Outdoor Apparel,14700,601,122.47,0.040884,0.2038
09/28/2024,NE,Nonbrand | Outdoor Apparel,12825,522,109.24,0.040702,0.2093
09/29/2024,NE,Nonbrand | Outdoor Apparel,15985,569,108.88,0.035596,0.1914
09/23/2024,MA,Search - Brand,8605,794,74.36,0.092272,0.0936
09/24/2024,MA,Search - Brand,9486,1096,64.69,0.115539,0.059
09/25/2024,MA,Search - Brand,11675,1009,60.83,0.086424,0.0603
09/26/2024,MA,Search - Brand,11675,851,76.87,0.072891,0.0903
09/27/2024,MA,Search - Brand,11386,1021,71.79,0.089672,0.0703
09/28/2024,MA,Search - Brand,11352,1034,71.65,0.091085,0.0693
09/29/2024,MA,Search - Brand,11186,841,62.15,0.075183,0.0739
09/23/2024,MA,Nonbrand | Trail Running,12232,504,133.35,0.041203,0.2646
09/24/2024,MA,Nonbrand | Trail Running,14352,450,144.26,0.031355,0.3206
09/25/2024,MA,Nonbrand | Trail Running,17327,509,143.77,0.029376,0.2825
09/26/2024,MA,Nonbrand | Trail Running,17271,521,164.86,0.030166,0.3164
09/27/2024,MA,Nonbrand | Trail Running,16530,604,119.72,0.03654,0.1982
09/28/2024,MA,Nonbrand | Trail Running,14909,480,123.96,0.032195,0.2582
09/29/2024,MA,Nonbrand | Trail Running,12806,662,129.46,0.051695,0.1956
09/23/2024,MA,Nonbrand | Outdoor Apparel,13448,613,118.91,0.045583,0.194
09/24/2024,MA,Nonbrand | Outdoor Apparel,16322,644,121.95,0.039456,0.1894
09/25/2024,MA,Nonbrand | Outdoor Apparel,13063,482,115.63,0.036898,0.2399
09/26/2024,MA,Nonbrand | Outdoor Apparel,13804,496,111.06,0.035932,0.2239
09/27/2024,MA,Nonbrand | Outdoor Apparel,11523,454,115.38,0.039399,0.2541
09/28/2024,MA,Nonbrand | Outdoor Apparel,16518,465,121.94,0.028151,0.2622
09/29/2024,MA,Nonbrand | Outdoor Apparel,11886,599,106.27,0.050395,0.1774
09/23/2024,SE,Brand Search,11147,919,78.31,0.082444,0.0852
09/24/2024,SE,Brand Search,11376,923,56.65,0.081136,0.0614
09/25/2024,SE,Brand Search,8510,1045,54.48,0.122797,0.0521
09/26/2024,SE,Brand Search,10411,884,64.51,0.08491,0.073
09/27/2024,SE,Brand Search,8423,1041,66.88,0.12359,0.0642
09/28/2024,SE,Brand Search,10020,727,66.19,0.072555,0.091
09/29/2024,SE,Brand Search,9106,871,54.53,0.095651,0.0626
09/23/2024,SE,Nonbrand | Trail Running,13792,520,126.6,0.037703,0.2435
09/24/2024,SE,Nonbrand | Trail Running,13670,353,104.33,0.025823,0.2956
09/25/2024,SE,Nonbrand | Trail Running,9570,413,92.29,0.043156,0.2235
09/26/2024,SE,Nonbrand | Trail Running,12270,352,102.16,0.028688,0.2902
09/27/2024,SE,Nonbrand | Trail Running,13222,396,130.91,0.02995,0.3306
09/28/2024,SE,Nonbrand | Trail Running,11765,434,103.03,0.036889,0.2374
09/29/2024,SE,Nonbrand | Trail Running,9682,516,104.8,0.053295,0.2031
09/23/2024,SE,Nonbrand | Outdoor Apparel,11766,404,95.87,0.034336,0.2373
09/24/2024,SE,Nonbrand | Outdoor Apparel,9701,521,91.99,0.053706,0.1766
09/25/2024,SE,Nonbrand | Outdoor Apparel,10334,504,89.08,0.048771,0.1767
09/26/2024,SE,Nonbrand | Outdoor Apparel,12427,354,102.25,0.028486,0.2888
09/27/2024,SE,Nonbrand | Outdoor Apparel,9537,380,105.99,0.039845,0.2789
09/28/2024,SE,Nonbrand | Outdoor Apparel,11450,423,72.72,0.036943,0.1719
09/29/2024,SE,Nonbrand | Outdoor Apparel,11682,470,88.03,0.040233,0.1873
09/23/2024,MW,Branded Search,9735,762,60.25,0.078274,0.0791
09/24/2024,MW,Branded Search,9975,680,65.65,0.06817,0.0965
09/25/2024,MW,Branded Search,9628,872,74.36,0.090569,0.0853
09/26/2024,MW,Branded Search,10735,921,52.73,0.085794,0.0573
09/27/2024,MW,Branded Search,8692,884,62.47,0.101703,0.0707
09/28/2024,MW,Branded Search,10438,1026,70.94,0.098295,0.0691
09/29/2024,MW,Branded Search,11362,1034,65.21,0.091005,0.0631
09/23/2024,MW,Nonbrand | Trail Running,13275,466,117.66,0.035104,0.2525
09/24/2024,MW,Nonbrand | Trail Running,12025,501,132.29,0.041663,0.2641
09/25/2024,MW,Nonbrand | Trail Running,13618,432,107.93,0.031723,0.2498
09/26/2024,MW,Nonbrand | Trail Running,11958,463,107.06,0.038719,0.2312
09/27/2024,MW,Nonbrand | Trail Running,14205,380,123.29,0.026751,0.3244
09/28/2024,MW,Nonbrand | Trail Running,12697,543,114.8,0.042766,0.2114
09/29/2024,MW,Nonbrand | Trail Running,10262,561,98.13,0.054668,0.1749
09/23/2024,MW,Nonbrand | Outdoor Apparel,12444,530,89.75,0.042591,0.1693
09/24/2024,MW,Nonbrand | Outdoor Apparel,10367,408,111.35,0.039356,0.2729
09/25/2024,MW,Nonbrand | Outdoor Apparel,10901,496,119.37,0.0455,0.2407
09/26/2024,MW,Nonbrand | Outdoor Apparel,13444,418,107.86,0.031092,0.258
09/27/2024,MW,Nonbrand | Outdoor Apparel,15090,530,108.76,0.035123,0.2052
09/28/2024,MW,Nonbrand | Outdoor Apparel,14611,467,100.98,0.031962,0.2162
09/29/2024,MW,Nonbrand | Outdoor Apparel,10628,565,96.81,0.053161,0.1713
09/23/2024,MT,Search - Brand,9582,915,56.22,0.095492,0.0614
09/24/2024,MT,Search - Brand,8797,650,55.74,0.073889,0.0858
09/25/2024,MT,Search - Brand,8625,666,51.49,0.077217,0.0773
09/26/2024,MT,Search - Brand,8408,879,60.58,0.104543,0.0689
09/27/2024,MT,Search - Brand,9257,889,53.7,0.096035,0.0604
09/28/2024,MT,Search - Brand,6894,598,48.51,0.086742,0.0811
09/29/2024,MT,Search - Brand,7939,652,54.57,0.082126,0.0837
09/23/2024,MT,Nonbrand | Trail Running,11928,452,129.03,0.037894,0.2855
09/24/2024,MT,Nonbrand | Trail Running,10521,343,111.86,0.032601,0.3261
09/25/2024,MT,Nonbrand | Trail Running,10204,345,115.19,0.03381,0.3339
09/26/2024,MT,Nonbrand | Trail Running,12298,513,125.32,0.041714,0.2443
09/27/2024,MT,Nonbrand | Trail Running,13436,511,91.18,0.038032,0.1784
09/28/2024,MT,Nonbrand | Trail Running,12455,391,109.06,0.031393,0.2789
09/29/2024,MT,Nonbrand | Trail Running,13892,502,89.43,0.036136,0.1781
09/23/2024,MT,Nonbrand | Outdoor Apparel,10138,393,74.22,0.038765,0.1888
09/24/2024,MT,Nonbrand | Outdoor Apparel,11055,384,94.34,0.034735,0.2457
09/25/2024,MT,Nonbrand | Outdoor Apparel,10953,347,81.15,0.031681,0.2339
09/26/2024,MT,Nonbrand | Outdoor Apparel,11203,388,79.33,0.034634,0.2045
09/27/2024,MT,Nonbrand | Outdoor Apparel,7364,411,96.33,0.055812,0.2344
09/28/2024,MT,Nonbrand | Outdoor Apparel,10164,358,90.18,0.035222,0.2519
09/29/2024,MT,Nonbrand | Outdoor Apparel,10473,456,83.8,0.043541,0.1838
09/23/2024,WE,Brand Search,12513,1100,83.9,0.087909,0.0763
09/24/2024,WE,Brand Search,10276,958,94.04,0.093227,0.0982
09/25/2024,WE,Brand Search,14658,1393,103.47,0.095033,0.0743
09/26/2024,WE,Brand Search,14408,993,67.98,0.06892,0.0685
09/27/2024,WE,Brand Search,13104,1288,74.64,0.098291,0.058
09/28/2024,WE,Brand Search,15092,998,86.78,0.066128,0.087
09/29/2024,WE,Brand Search,11432,1116,74.68,0.097621,0.0669
09/23/2024,WE,Nonbrand | Trail Running,15906,524,130.75,0.032944,0.2495
09/24/2024,WE,Nonbrand | Trail Running,16053,630,138.35,0.039245,0.2196
09/25/2024,WE,Nonbrand | Trail Running,15438,497,147.04,0.032193,0.2959
09/26/2024,WE,Nonbrand | Trail Running,14630,465,131.35,0.031784,0.2825
09/27/2024,WE,Nonbrand | Trail Running,16378,545,141.17,0.033276,0.259
09/28/2024,WE,Nonbrand | Trail Running,14564,552,126.59,0.037902,0.2293
09/29/2024,WE,Nonbrand | Trail Running,12055,616,140.47,0.051099,0.228
09/23/2024,WE,Nonbrand | Outdoor Apparel,14514,573,139.21,0.039479,0.243
09/24/2024,WE,Nonbrand | Outdoor Apparel,14555,458,118.34,0.031467,0.2584
09/25/2024,WE,Nonbrand | Outdoor Apparel,14842,663,115.47,0.044671,0.1742
09/26/2024,WE,Nonbrand | Outdoor Apparel,14140,462,128.06,0.032673,0.2772
09/27/2024,WE,Nonbrand | Outdoor Apparel,14111,669,99.92,0.04741,0.1494
09/28/2024,WE,Nonbrand | Outdoor Apparel,12249,442,121.56,0.036085,0.275
09/29/2024,WE,Nonbrand | Outdoor Apparel,13199,469,97.36,0.035533,0.2076
09/30/2024,NE,Search - Brand,9543,866,92.06,0.090747,0.1063
10/01/2024,NE,Search - Brand,12930,1008,84.18,0.077958,0.0835
10/02/2024,NE,Search - Brand,12774,1214,87.02,0.095037,0.0717
10/03/2024,NE,Search - Brand,13540,1234,71.7,0.091137,0.0581
10/04/2024,NE,Search - Brand,11078,1205,70.71,0.108774,0.0587
10/05/2024,NE,Search - Brand,11965,1124,66.59,0.093941,0.0592
10/06/2024,NE,Search - Brand,13471,1339,73.66,0.099399,0.055
09/30/2024,NE,Nonbrand | Trail Running,16167,655,143.8,0.040515,0.2195
10/01/2024,NE,Nonbrand | Trail Running,14649,703,140.05,0.04799,0.1992
10/02/2024,NE,Nonbrand | Trail Running,18214,489,130.37,0.026847,0.2666
10/03/2024,NE,Nonbrand | Trail Running,14369,648,139.86,0.045097,0.2158
10/04/2024,NE,Nonbrand | Trail Running,13960,528,164.17,0.037822,0.3109
10/05/2024,NE,Nonbrand | Trail Running,13526,514,112.22,0.038001,0.2183
10/06/2024,NE,Nonbrand | Trail Running,13594,553,120.3,0.04068,0.2175
09/30/2024,NE,Nonbrand | Outdoor Apparel,13265,598,108.9,0.045081,0.1821
10/01/2024,NE,Nonbrand | Outdoor Apparel,10147,543,96.26,0.053513,0.1773
10/02/2024,NE,Nonbrand | Outdoor Apparel,12460,571,124.22,0.045827,0.2175
10/03/2024,NE,Nonbrand | Outdoor Apparel,10506,662,101.1,0.063012,0.1527
10/04/2024,NE,Nonbrand | Outdoor Apparel,12247,495,109.45,0.040418,0.2211
10/05/2024,NE,Nonbrand | Outdoor Apparel,14123,499,88.26,0.035332,0.1769
10/06/2024,NE,Nonbrand | Outdoor Apparel,15030,445,109.14,0.029607,0.2452
09/30/2024,MA,Brand Search,13054,919,73.97,0.0704,0.0805
10/01/2024,MA,Brand Search,11445,1195,88.65,0.104412,0.0742
10/02/2024,MA,Brand Search,12350,1317,71.33,0.10664,0.0542
10/03/2024,MA,Brand Search,10338,1237,73.85,0.119656,0.0597
10/04/2024,MA,Brand Search,14590,1147,73.21,0.078615,0.0638
10/05/2024,MA,Brand Search,12234,991,77.73,0.081004,0.0784
10/06/2024,MA,Brand Search,9948,1058,78.58,0.106353,0.0743
09/30/2024,MA,Nonbrand | Trail Running,13680,644,150.41,0.047076,0.2336
10/01/2024,MA,Nonbrand | Trail Running,19807,480,164.91,0.024234,0.3436
10/02/2024,MA,Nonbrand | Trail Running,17369,621,125.66,0.035753,0.2024
10/03/2024,MA,Nonbrand | Trail Running,14369,661,127.31,0.046002,0.1926
10/04/2024,MA,Nonbrand | Trail Running,13193,656,143.14,0.049723,0.2182
10/05/2024,MA,Nonbrand | Trail Running,14455,548,157.51,0.037911,0.2874
10/06/2024,MA,Nonbrand | Trail Running,16353,595,125.01,0.036385,0.2101
09/30/2024,MA,Nonbrand | Outdoor Apparel,12225,483,124.79,0.039509,0.2584
10/01/2024,MA,Nonbrand | Outdoor Apparel,12566,432,97.99,0.034378,0.2268
10/02/2024,MA,Nonbrand | Outdoor Apparel,14074,605,91.82,0.042987,0.1518
10/03/2024,MA,Nonbrand | Outdoor Apparel,10777,496,101.81,0.046024,0.2053
10/04/2024,MA,Nonbrand | Outdoor Apparel,10203,494,104.7,0.048417,0.2119
10/05/2024,MA,Nonbrand | Outdoor Apparel,14547,554,119.33,0.038083,0.2154
10/06/2024,MA,Nonbrand | Outdoor Apparel,13928,483,101.45,0.034678,0.21
09/30/2024,SE,Branded Search,9683,998,55.71,0.103067,0.0558
10/01/2024,SE,Branded Search,8372,746,76.22,0.089107,0.1022
10/02/2024,SE,Branded Search,10726,1013,69.02,0.094443,0.0681
10/03/2024,SE,Branded Search,12090,753,63.96,0.062283,0.0849
10/04/2024,SE,Branded Search,9994,905,62.06,0.090554,0.0686
10/05/2024,SE,Branded Search,11208,978,74.75,0.087259,0.0764
10/06/2024,SE,Branded Search,9570,867,56.79,0.090596,0.0655
09/30/2024,SE,Nonbrand | Trail Running,13714,437,93.12,0.031865,0.2131
10/01/2024,SE,Nonbrand | Trail Running,9929,498,112.43,0.050156,0.2258
10/02/2024,SE,Nonbrand | Trail Running,9895,350,102.01,0.035371,0.2914
10/03/2024,SE,Nonbrand | Trail Running,10133,447,115.63,0.044113,0.2587
10/04/2024,SE,Nonbrand | Trail Running,13686,472,118.79,0.034488,0.2517
10/05/2024,SE,Nonbrand | Trail Running,11175,478,113.61,0.042774,0.2377
10/06/2024,SE,Nonbrand | Trail Running,13533,439,91.21,0.032439,0.2078
09/30/2024,SE,Nonbrand | Outdoor Apparel,11185,381,65.42,0.034063,0.1717
10/01/2024,SE,Nonbrand | Outdoor Apparel,10906,356,97.0,0.032643,0.2725
10/02/2024,SE,Nonbrand | Outdoor Apparel,10965,399,82.16,0.036389,0.2059
10/03/2024,SE,Nonbrand | Outdoor Apparel,9271,401,92.13,0.043253,0.2298
10/04/2024,SE,Nonbrand | Outdoor Apparel,10617,444,97.27,0.04182,0.2191
10/05/2024,SE,Nonbrand | Outdoor Apparel,9602,470,75.49,0.048948,0.1606
10/06/2024,SE,Nonbrand | Outdoor Apparel,10123,381,100.94,0.037637,0.2649
09/30/2024,MW,Search - Brand,7054,780,66.57,0.110576,0.0853
10/01/2024,MW,Search - Brand,7571,689,62.29,0.091005,0.0904
10/02/2024,MW,Search - Brand,7987,769,61.95,0.096281,0.0806
10/03/2024,MW,Search - Brand,10049,721,49.89,0.071748,0.0692
10/04/2024,MW,Search - Brand,9340,782,51.33,0.083726,0.0656
10/05/2024,MW,Search - Brand,10282,896,50.29,0.087143,0.0561
10/06/2024,MW,Search - Brand,9811,721,55.09,0.073489,0.0764
09/30/2024,MW,Nonbrand | Trail Running,15495,502,120.47,0.032398,0.24
10/01/2024,MW,Nonbrand | Trail Running,13333,518,145.32,0.038851,0.2805
10/02/2024,MW,Nonbrand | Trail Running,10295,583,124.13,0.056629,0.2129
10/03/2024,MW,Nonbrand | Trail Running,13411,529,120.5,0.039445,0.2278
10/04/2024,MW,Nonbrand | Trail Running,10555,382,96.85,0.036191,0.2535
10/05/2024,MW,Nonbrand | Trail Running,12044,479,97.83,0.039771,0.2042
10/06/2024,MW,Nonbrand | Trail Running,13307,400,99.71,0.030059,0.2493
09/30/2024,MW,Nonbrand | Outdoor Apparel,14300,572,92.38,0.04,0.1615
10/01/2024,MW,Nonbrand | Outdoor Apparel,10060,549,120.95,0.054573,0.2203
10/02/2024,MW,Nonbrand | Outdoor Apparel,13839,494,110.54,0.035696,0.2238
10/03/2024,MW,Nonbrand | Outdoor Apparel,13838,473,96.97,0.034181,0.205
10/04/2024,MW,Nonbrand | Outdoor Apparel,10067,630,99.15,0.062581,0.1574
10/05/2024,MW,Nonbrand | Outdoor Apparel,12955,510,124.66,0.039367,0.2444
10/06/2024,MW,Nonbrand | Outdoor Apparel,13377,549,98.21,0.041041,0.1789
09/30/2024,MT,Brand Search,6617,626,55.83,0.094605,0.0892
10/01/2024,MT,Brand Search,7647,846,49.54,0.110632,0.0586
10/02/2024,MT,Brand Search,8473,822,54.74,0.097014,0.0666
10/03/2024,MT,Brand Search,7871,770,45.34,0.097827,0.0589
10/04/2024,MT,Brand Search,8654,810,58.76,0.093598,0.0725
10/05/2024,MT,Brand Search,10191,641,63.97,0.062899,0.0998
10/06/2024,MT,Brand Search,9729,840,50.6,0.08634,0.0602
09/30/2024,MT,Nonbrand | Trail Running,10363,326,106.44,0.031458,0.3265
10/01/2024,MT,Nonbrand | Trail Running,10187,402,77.88,0.039462,0.1937
10/02/2024,MT,Nonbrand | Trail Running,7241,345,87.59,0.047645,0.2539
10/03/2024,MT,Nonbrand | Trail Running,8380,309,87.73,0.036874,0.2839
10/04/2024,MT,Nonbrand | Trail Running,10870,433,86.64,0.039834,0.2001
10/05/2024,MT,Nonbrand | Trail Running,10572,409,84.31,0.038687,0.2061
10/06/2024,MT,Nonbrand | Trail Running,10980,442,93.62,0.040255,0.2118
09/30/2024,MT,Nonbrand | Outdoor Apparel,7937,489,87.94,0.06161,0.1798
10/01/2024,MT,Nonbrand | Outdoor Apparel,8802,492,67.64,0.055896,0.1375
10/02/2024,MT,Nonbrand | Outdoor Apparel,9242,330,87.07,0.035707,0.2638
10/03/2024,MT,Nonbrand | Outdoor Apparel,10452,357,73.38,0.034156,0.2055
10/04/2024,MT,Nonbrand | Outdoor Apparel,10410,398,77.56,0.038232,0.1949
10/05/2024,MT,Nonbrand | Outdoor Apparel,9600,337,86.19,0.035104,0.2558
10/06/2024,MT,Nonbrand | Outdoor Apparel,9158,478,71.26,0.052195,0.1491
09/30/2024,WE,Branded Search,12304,980,79.19,0.079649,0.0808
10/01/2024,WE,Branded Search,11110,1074,69.44,0.09667,0.0647
10/02/2024,WE,Branded Search,12898,908,79.83,0.070399,0.0879
10/03/2024,WE,Branded Search,11864,1049,72.13,0.088419,0.0688
10/04/2024,WE,Branded Search,10496,1325,84.33,0.126239,0.0636
10/05/2024,WE,Branded Search,11927,1081,67.41,0.090635,0.0624
10/06/2024,WE,Branded Search,9864,947,62.64,0.096006,0.0661
09/30/2024,WE,Nonbrand | Trail Running,15851,637,150.08,0.040187,0.2356
10/01/2024,WE,Nonbrand | Trail Running,12585,629,141.72,0.04998,0.2253
10/02/2024,WE,Nonbrand | Trail Running,13640,582,121.04,0.042669,0.208
10/03/2024,WE,Nonbrand | Trail Running,12478,540,161.82,0.043276,0.2997
10/04/2024,WE,Nonbrand | Trail Running,14568,489,114.89,0.033567,0.2349
10/05/2024,WE,Nonbrand | Trail Running,18077,679,118.96,0.037562,0.1752
10/06/2024,WE,Nonbrand | Trail Running,17532,665,144.54,0.037931,0.2173
09/30/2024,WE,Nonbrand | Outdoor Apparel,14707,554,136.93,0.037669,0.2472
10/01/2024,WE,Nonbrand | Outdoor Apparel,15027,711,109.2,0.047315,0.1536
10/02/2024,WE,Nonbrand | Outdoor Apparel,13900,530,116.28,0.038129,0.2194
10/03/2024,WE,Nonbrand | Outdoor Apparel,11654,599,100.0,0.051399,0.1669
10/04/2024,WE,Nonbrand | Outdoor Apparel,13129,655,131.76,0.04989,0.2012
10/05/2024,WE,Nonbrand | Outdoor Apparel,15299,523,95.59,0.034185,0.1828
10/06/2024,WE,Nonbrand | Outdoor Apparel,12321,628,116.94,0.05097,0.1862
10/07/2024,NE,Brand Search,11333,1058,72.6,0.093356,0.0686
10/08/2024,NE,Brand Search,10146,862,63.47,0.08496,0.0736
10/09/2024,NE,Brand Search,9988,1044,82.1,0.104525,0.0786
10/10/2024,NE,Brand Search,8159,745,61.29,0.09131,0.0823
10/11/2024,NE,Brand Search,12346,723,54.15,0.058561,0.0749
10/12/2024,NE,Brand Search,12721,970,66.94,0.076252,0.069
10/13/2024,NE,Brand Search,8663,1009,68.92,0.116472,0.0683
10/07/2024,NE,Nonbrand | Trail Running,14242,685,122.09,0.048097,0.1782
10/08/2024,NE,Nonbrand | Trail Running,19321,614,140.0,0.031779,0.228
10/09/2024,NE,Nonbrand | Trail Running,14975,561,168.38,0.037462,0.3002
10/10/2024,NE,Nonbrand | Trail Running,14205,745,128.21,0.052446,0.1721
10/11/2024,NE,Nonbrand | Trail Running,20091,754,135.92,0.037529,0.1803
10/12/2024,NE,Nonbrand | Trail Running,14736,584,177.86,0.039631,0.3046
10/13/2024,NE,Nonbrand | Trail Running,15769,564,158.93,0.035766,0.2818
10/07/2024,NE,Nonbrand | Outdoor Apparel,14275,560,127.42,0.039229,0.2275
10/08/2024,NE,Nonbrand | Outdoor Apparel,15345,462,148.33,0.030108,0.3211
10/09/2024,NE,Nonbrand | Outdoor Apparel,16778,581,107.91,0.034629,0.1857
10/10/2024,NE,Nonbrand | Outdoor Apparel,13510,519,122.77,0.038416,0.2366
10/11/2024,NE,Nonbrand | Outdoor Apparel,13484,549,148.35,0.040715,0.2702
10/12/2024,NE,Nonbrand | Outdoor Apparel,15812,602,103.87,0.038072,0.1725
10/13/2024,NE,Nonbrand | Outdoor Apparel,13258,642,102.02,0.048424,0.1589
10/07/2024,MA,Branded Search,11052,930,90.38,0.084148,0.0972
10/08/2024,MA,Branded Search,12922,834,66.58,0.064541,0.0798
10/09/2024,MA,Branded Search,10133,924,70.6,0.091187,0.0764
10/10/2024,MA,Branded Search,11072,1019,76.0,0.092034,0.0746
10/11/2024,MA,Branded Search,12213,1093,59.24,0.089495,0.0542
10/12/2024,MA,Branded Search,11775,1155,80.82,0.098089,0.07
10/13/2024,MA,Branded Search,9899,1269,62.4,0.128195,0.0492
10/07/2024,MA,Nonbrand | Trail Running,14183,571,107.59,0.040259,0.1884
10/08/2024,MA,Nonbrand | Trail Running,13925,469,112.28,0.03368,0.2394
10/09/2024,MA,Nonbrand | Trail Running,11690,465,130.63,0.039778,0.2809
10/10/2024,MA,Nonbrand | Trail Running,11612,525,105.75,0.045212,0.2014
10/11/2024,MA,Nonbrand | Trail Running,14255,410,113.0,0.028762,0.2756
10/12/2024,MA,Nonbrand | Trail Running,12196,429,119.88,0.035175,0.2794
10/13/2024,MA,Nonbrand | Trail Running,11671,404,125.63,0.034616,0.311
10/07/2024,MA,Nonbrand | Outdoor Apparel,10430,536,90.29,0.05139,0.1685
10/08/2024,MA,Nonbrand | Outdoor Apparel,9254,414,81.41,0.044737,0.1966
10/09/2024,MA,Nonbrand | Outdoor Apparel,11374,435,107.49,0.038245,0.2471
10/10/2024,MA,Nonbrand | Outdoor Apparel,10525,527,92.73,0.050071,0.176
10/11/2024,MA,Nonbrand | Outdoor Apparel,12367,530,96.76,0.042856,0.1826
10/12/2024,MA,Nonbrand | Outdoor Apparel,11273,395,85.36,0.035039,0.2161
10/13/2024,MA,Nonbrand | Outdoor Apparel,11502,472,90.45,0.041036,0.1916
10/07/2024,SE,Search - Brand,10021,910,57.1,0.090809,0.0627
10/08/2024,SE,Search - Brand,7605,920,53.2,0.120973,0.0578
10/09/2024,SE,Search - Brand,7460,665,59.4,0.089142,0.0893
10/10/2024,SE,Search - Brand,9732,863,52.11,0.088677,0.0604
10/11/2024,SE,Search - Brand,8030,675,48.22,0.08406,0.0714
10/12/2024,SE,Search - Brand,7470,808,58.32,0.108166,0.0722
10/13/2024,SE,Search - Brand,10297,759,59.59,0.073711,0.0785
10/07/2024,SE,Nonbrand | Trail Running,12549,474,89.35,0.037772,0.1885
10/08/2024,SE,Nonbrand | Trail Running,11974,407,90.15,0.03399,0.2215
10/09/2024,SE,Nonbrand | Trail Running,12255,388,92.26,0.031661,0.2378
10/10/2024,SE,Nonbrand | Trail Running,10756,350,127.76,0.03254,0.365
10/11/2024,SE,Nonbrand | Trail Running,9277,479,117.68,0.051633,0.2457
10/12/2024,SE,Nonbrand | Trail Running,9075,402,88.74,0.044298,0.2207
10/13/2024,SE,Nonbrand | Trail Running,12685,423,109.07,0.033346,0.2578
10/07/2024,SE,Nonbrand | Outdoor Apparel,11146,321,82.26,0.0288,0.2563
10/08/2024,SE,Nonbrand | Outdoor Apparel,10413,480,80.71,0.046096,0.1681
10/09/2024,SE,Nonbrand | Outdoor Apparel,7848,483,92.61,0.061544,0.1917
10/10/2024,SE,Nonbrand | Outdoor Apparel,10144,493,74.97,0.0486,0.1521
10/11/2024,SE,Nonbrand | Outdoor Apparel,11448,336,87.77,0.02935,0.2612
10/12/2024,SE,Nonbrand | Outdoor Apparel,8430,485,78.57,0.057533,0.162
10/13/2024,SE,Nonbrand | Outdoor Apparel,10706,483,92.24,0.045115,0.191
10/07/2024,MW,Brand Search,8540,991,86.75,0.116042,0.0875
10/08/2024,MW,Brand Search,10487,1121,59.61,0.106894,0.0532
10/09/2024,MW,Brand Search,8600,772,68.82,0.089767,0.0891
10/10/2024,MW,Brand Search,11256,1060,70.8,0.094172,0.0668
10/11/2024,MW,Brand Search,11557,895,55.81,0.077442,0.0624
10/12/2024,MW,Brand Search,11910,1003,62.75,0.084215,0.0626
10/13/2024,MW,Brand Search,10547,922,61.99,0.087418,0.0672
10/07/2024,MW,Nonbrand | Trail Running,12638,443,113.9,0.035053,0.2571
10/08/2024,MW,Nonbrand | Trail Running,10716,440,112.62,0.04106,0.256
10/09/2024,MW,Nonbrand | Trail Running,11481,371,88.36,0.032314,0.2382
